"","Segment","RESPID","Q1_1_When buying a boat  I do a lot of shopping around and visit multiple dealers","Q1_2_When buying a boat  getting the lowest price is more important than the boat brand","Q1_3_The brand of boat I buy says a lot about who I am","Q1_4_I only consider buying a boat from a reputable brand","Q1_5_I am willing to pay a premium for a brand with a reputation for high quality","Q1_6_Owning a boat is a way of rewarding myself for my hard work","Q1_7_Owning a boat gives me a sense of achievement","Q1_8_When buying a boat  functionality is more important than style","Q1_9_I see my boat as a status symbol","Q1_10_When buying a boat  I rely more on expert opinion than my own  e g  consumer reports  salespeople ","Q1_11_I tend to perform minor boat repairs and maintenance on my own","Q1_12_When it comes to boating  I tend to prefer a basic boat with little to no frills","Q1_13_When buying a boat  I tend to buy the latest and greatest","Q1_14_When buying accessories for my boat  I tend to buy the latest and greatest","Q1_15_I am serious about the technology on my boat","Q1_16_People tend to come to me for advice about boating","Q1_17_I consider myself more knowledgeable about boating than the rest of my boating peers","Q1_18_Boating gives me a feeling of adventure","Q1_19_Boating allows me to experience nature","Q1_20_When not on my boat  I often find myself doing boating related activities","Q1_21_Boating helps me escape from everyday life and relax","Q1_22_Boating helps me stay active","Q1_23_Boating allows me to excel in the sports that I am passionate about   e g  fishing  racing  water sports ","Q1_24_Boating gives me an outlet to socialize with family and or friends","Q1_25_Being in charge of my boat is very important to me","Q1_26_Having a powerful boat is what is most important to me","Q1_27_Boating is the number one thing I do with my spare time","Q1_28_Boating is my true passion in life","Q1_29_Boating is one of many things I do in my spare time","Q2_How many powerboats do you currently own ","Q2_Cluster_Own a boat ","Q3_How likely would you be to purchase a new boat in the future ","Q4_Approximately how much did you pay for your current Boat ","Q5_What is the horse power of your engine brand current boat engine   the boat you want to buy ","Q6_Length of Boat  in Feet ","Q7_1_I normally boat alone","Q7_2_I boat with my spouse or significant other","Q7_3_I boat with my family  including kids","Q7_4_I boat with my friends","Q8_How would you rate your experience regarding boating ","Q9_1_Fishing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_2_Swimming   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_3_Cruising   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_4_Water Sports   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q9_5_Entertaining socializing   Below is a list of activities that may or may not do while boating  Please indicate how often you engage in each of these activities","Q10_During your boating season  how many days out of the year do you typically use your boat","Q11_Gender","Q12_HOUSEHOLD income","Q13_Are you now married  widowed  divorced  separated  never married  or living with a partner ","Q14_Current Employment Status","Q15_Age in cluster","Q16_Name of the Brand rated","Q16_1_Is a brand that has been around for a long time","Q16_2_Has best in class customer service","Q16_3_Has a strong dealer network","Q16_4_Is a leader in cutting edge technology","Q16_5_Is a leader in safety","Q16_6_Is known for its innovative products","Q16_7_Is a brand for people who are serious about boating","Q16_8_Is a good brand for people that are new to boating","Q16_9_Is a brand I see in the water all the time","Q16_10_Offers boats that provide a fast and powerful boating experience","Q16_11_Offers the best boats for socializing","Q16_12_Offers the best boats for water sports  e g   tubing  ski  wakeboard ","Q16_13_Offers boats with superior interior style","Q16_14_Offers boats with superior exterior style","Q16_15_Offers boats that stand out from the crowd","Q16_16_Offers boats that look cool","Q16_17_Offers boats that can handle rough weather or choppy water","Q16_18_Offers boats that can handle frequent and heavy usage","Q16_19_Offers a wide breadth of product offerings and accessories","Q16_20_Offers boats that I can move around safely","Q16_21_Offers boats that are easy to maintain and or repair","Q16_22_Offers boats that are easy to use","Q16_23_Offers boats that are easy to clean up","Q16_24_Has low prices","Q16_25_Is a brand that gives me peace of mind","Q16_26_Makes me feel I made a smart decision","Q16_27_Is a brand that impresses others","Q17_Recommend","Q18_PurchaseFuture"
"61",2,225685,5,2,4,5,5,5,5,4,4,5,5,2,5,5,5,4,5,5,5,5,5,5,4,5,5,4,2,3,5,2,1,4,9,6,30,1,5,3,5,3,4,5,5,5,5,50,2,18,1,1,3,43,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,3,5,5,5,1,1
"62",3,235666,5,2,3,5,5,5,4,5,4,1,4,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,1,1,4,5,6,16,1,3,3,5,3,5,1,3,1,3,30,1,13,1,1,3,52,3,5,5,5,4,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,1
"63",3,230070,4,2,5,4,5,5,5,3,5,4,3,2,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,0,0,4,6,6,20,3,3,4,4,2,3,3,3,4,4,35,2,16,3,5,4,5,5,5,5,4,4,5,5,4,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,1,1
"64",2,229484,5,2,2,5,4,5,4,4,4,4,5,2,4,5,5,5,5,5,4,4,5,5,4,5,5,5,4,5,4,1,1,4,4,6,10,1,5,5,4,1,5,5,3,4,5,12,1,15,1,1,2,54,2,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,5,1,1
"65",1,225628,5,2,5,5,5,2,5,4,1,5,1,1,5,4,5,1,1,5,5,1,4,5,1,2,4,4,1,1,1,0,0,4,4,6,50,3,3,4,5,2,2,5,3,5,3,40,2,13,1,4,1,31,2,4,5,4,4,5,4,4,5,3,3,5,5,4,5,5,5,4,4,5,5,4,3,2,5,5,5,1,1
"66",3,420776,5,3,5,4,4,5,5,3,3,4,5,2,4,4,4,4,4,5,4,4,4,5,5,5,5,4,4,5,5,2,1,5,5,6,23,4,4,5,5,3,4,3,4,5,5,27,1,13,1,1,1,5,4,5,5,3,5,5,5,5,4,4,5,4,5,4,4,3,3,4,5,5,4,4,5,4,4,4,5,1,1
"67",3,421687,4,3,5,5,5,5,4,3,3,4,4,3,5,5,5,4,4,5,4,4,5,4,5,4,5,3,2,4,4,1,1,3,4,6,21,3,3,1,5,2,3,3,5,3,5,8,1,12,5,1,1,54,3,3,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,5,5,1,1
"68",3,420135,4,2,4,4,4,4,5,5,5,4,5,4,3,4,4,4,4,5,5,4,5,4,4,4,5,5,4,4,5,1,1,5,4,6,22,2,3,4,4,2,3,4,4,4,5,25,1,16,3,5,3,54,3,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,5,5,4,5,4,4,5,5,1,1
"69",3,423349,5,2,4,4,4,5,5,2,4,2,4,1,4,4,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,1,1,4,3,6,20,2,5,4,4,3,5,4,3,4,4,25,1,13,1,1,2,10,5,4,4,4,4,5,4,4,5,4,4,5,4,4,4,3,4,5,5,5,5,4,5,2,4,4,5,1,1
"70",1,476308,4,3,4,4,4,4,4,4,4,4,2,2,3,4,4,3,2,4,4,3,5,4,5,5,4,4,4,4,3,1,1,4,5,6,20,2,4,4,3,3,3,3,4,4,3,90,2,10,3,1,4,28,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,4,4,3,4,3,4,5,0,1
"71",3,226322,4,2,4,5,4,4,4,2,5,4,4,2,4,4,4,4,4,5,4,4,4,4,4,5,5,3,5,4,5,1,1,5,4,6,21,3,5,5,5,2,3,5,5,4,5,120,2,16,1,1,3,39,4,3,4,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,3,3,4,4,4,3,3,5,5,1,1
"72",3,225305,4,1,5,5,5,5,5,1,5,2,3,1,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,2,1,1,4,5,6,21,1,5,4,3,3,4,5,4,3,4,15,2,15,1,1,1,54,5,4,4,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,4,5,5,4,5,5,5,5,4,1,1
"73",3,470026,3,2,4,4,4,3,4,3,4,3,5,3,2,2,4,3,3,5,4,2,5,4,3,5,5,3,3,3,5,1,1,5,3,6,21,2,5,5,4,3,1,4,3,5,4,25,1,15,1,1,3,39,4,3,3,5,4,5,4,4,4,5,2,4,5,5,4,4,4,5,4,4,4,4,5,4,5,4,4,1,1
"74",3,422865,5,2,4,5,4,4,4,3,4,4,4,2,4,4,4,4,4,5,5,4,5,5,4,5,4,4,4,4,4,1,1,5,2,6,25,3,5,5,5,1,4,5,5,4,5,15,1,1,1,1,2,54,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,5,5,5,3,5,4,4,1,1
"75",3,238398,5,3,5,4,4,4,3,3,4,5,4,2,3,4,4,2,2,4,4,3,4,4,3,4,4,4,2,2,3,0,0,4,5,6,28,4,5,5,3,1,4,4,4,3,4,150,1,19,1,5,4,9,3,3,4,4,4,4,5,5,4,4,3,4,3,4,4,5,3,4,3,5,4,4,4,5,5,4,4,0,1
"76",2,222319,5,3,3,5,4,4,3,4,2,3,3,1,4,3,5,2,3,4,4,2,4,4,3,4,3,3,2,4,3,0,0,4,3,6,25,3,3,1,3,3,2,3,3,3,3,30,1,13,3,1,4,39,5,5,4,5,5,5,5,4,5,5,4,3,5,5,4,5,4,4,4,5,4,5,5,2,4,5,4,1,1
"77",1,225418,4,2,5,5,5,4,4,2,4,3,2,2,4,4,4,4,3,4,4,3,4,5,5,4,4,4,4,3,4,2,1,4,5,6,28,3,5,4,3,3,5,4,4,4,4,30,1,17,1,1,3,24,4,5,4,5,5,3,4,4,4,4,5,2,2,4,4,3,5,4,5,4,4,5,4,3,4,4,4,1,1
"78",1,240958,3,3,4,4,4,4,4,3,3,4,2,2,4,4,4,4,3,4,4,4,5,5,4,5,4,4,5,4,4,1,1,5,6,6,28,2,5,4,4,3,3,4,5,3,4,50,2,19,1,2,4,13,3,3,4,4,4,5,5,5,3,5,3,5,4,5,5,5,5,5,5,5,5,3,5,4,4,4,4,0,1
"79",1,420180,4,2,4,5,4,3,4,4,4,2,2,2,4,3,3,3,3,4,4,3,4,4,3,5,3,4,3,3,3,0,0,4,6,6,20,2,4,4,4,2,1,4,4,4,4,20,2,15,1,1,1,39,4,3,4,5,4,4,5,5,5,5,4,4,5,4,4,3,4,4,4,5,5,5,4,3,4,4,4,1,1
"80",2,227746,5,2,3,4,4,5,5,4,1,2,5,2,3,3,4,4,3,5,5,5,5,5,4,5,5,3,5,4,4,1,1,4,5,6,25,1,5,4,4,3,3,4,5,5,3,60,2,11,6,5,3,3,5,4,4,4,4,4,4,5,5,4,4,5,5,4,4,4,4,4,4,5,5,5,5,3,4,5,4,1,1
"81",2,235686,5,2,4,4,4,4,4,4,3,4,3,3,3,3,4,3,3,5,4,4,4,4,4,5,4,4,3,4,4,1,1,4,2,6,20,1,5,5,4,1,3,5,5,4,4,45,2,11,1,1,1,39,4,3,4,3,4,4,3,5,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,1
"82",1,23297,5,3,5,4,5,4,5,3,5,4,1,1,5,5,5,5,4,5,4,4,4,5,5,4,5,5,5,3,2,10,1,5,6,6,18,2,5,4,4,2,2,3,5,4,4,46,1,14,6,1,1,54,4,3,3,4,4,4,4,4,4,4,3,4,3,5,5,4,4,4,5,4,4,4,4,4,4,4,4,0,1
"83",3,423333,5,3,4,4,4,4,3,4,3,3,4,2,3,4,4,4,4,4,4,4,4,4,3,5,4,4,3,3,4,1,1,4,4,6,20,2,5,5,4,3,4,4,4,4,3,30,1,14,6,1,2,16,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,4,5,4,0,1
"84",1,225590,4,2,4,4,4,4,4,3,5,5,2,1,3,3,3,2,2,4,4,2,4,4,2,5,3,4,2,3,4,1,1,4,3,6,45,1,5,3,5,2,4,3,5,3,5,40,2,14,5,1,1,48,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,0,1
"85",3,420405,4,3,4,4,4,4,4,3,5,2,3,2,4,3,4,4,3,4,5,4,4,4,4,4,4,3,3,4,3,0,0,4,5,6,21,2,1,3,5,2,4,3,5,3,4,20,1,19,5,1,1,22,3,4,3,3,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,3,5,3,4,4,4,0,1
"86",3,225292,5,2,5,5,5,5,4,3,3,2,4,2,5,5,5,4,5,5,5,4,5,4,5,5,4,4,5,5,4,1,1,3,8,6,45,3,5,5,5,3,4,4,4,4,4,150,2,19,1,1,2,10,3,3,4,5,4,5,5,4,4,3,4,5,4,5,4,4,5,5,5,4,4,5,4,2,4,5,4,1,1
"87",1,476607,4,3,4,4,4,4,3,3,3,3,3,2,3,3,4,3,3,4,4,3,4,4,4,3,4,3,4,3,4,1,1,4,4,6,21,3,2,1,3,3,5,1,1,1,1,100,1,12,1,2,3,41,4,3,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,0,1
"88",1,484596,3,2,4,5,4,3,5,2,4,4,3,2,4,3,3,4,4,5,4,4,4,5,5,5,5,3,4,5,4,1,1,5,5,6,21,1,3,4,4,4,1,4,2,4,4,24,1,19,1,1,4,10,4,3,4,4,3,3,4,3,5,4,3,2,2,3,4,3,5,4,2,3,4,4,4,3,4,4,4,0,1
"89",1,235456,4,2,4,5,4,4,4,3,3,3,2,2,3,4,4,4,4,4,3,3,4,4,3,3,4,3,4,3,4,1,1,3,5,6,25,2,5,3,3,3,1,4,4,3,4,12,1,14,1,5,4,8,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,3,4,4,4,4,3,4,4,4,0,1
"90",2,223760,4,2,4,5,5,4,4,4,2,4,5,2,4,4,4,4,5,5,5,4,5,4,3,5,3,3,3,3,4,1,1,5,4,6,21,1,3,5,3,2,1,4,4,4,4,10,2,19,1,7,2,39,3,4,3,4,5,5,5,5,5,5,3,5,5,4,4,5,3,4,4,4,5,4,4,3,3,4,4,1,1
"91",2,480061,2,2,3,5,4,4,3,3,2,2,4,2,4,4,4,4,2,4,5,3,5,4,3,2,4,4,3,4,4,1,1,4,3,6,20,1,5,5,4,3,1,5,5,5,3,30,2,13,1,1,2,13,4,2,4,3,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,0,1
"92",1,227241,2,2,4,5,4,4,3,3,3,4,2,1,4,4,4,2,3,4,5,2,5,4,1,5,4,3,2,2,4,1,1,2,4,6,21,1,4,4,4,2,1,4,4,4,4,30,2,15,3,1,2,11,1,3,3,3,4,4,3,4,3,4,2,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,1,1
"93",3,229752,5,3,5,5,5,5,4,5,3,4,4,3,3,5,4,2,2,5,4,4,5,4,4,4,5,4,3,4,4,0,0,4,3,6,20,2,2,4,3,2,4,4,5,4,3,35,1,18,1,1,3,3,5,2,4,4,3,4,3,4,4,5,2,3,5,4,4,3,4,3,4,4,4,4,4,3,3,5,4,1,1
"94",1,477731,4,2,4,5,3,3,4,2,4,3,3,1,3,3,4,2,2,3,5,3,5,3,3,4,3,4,2,3,2,0,0,4,3,6,23,1,5,5,3,1,1,3,4,3,5,12,1,14,1,1,2,20,2,3,3,3,3,4,3,3,3,3,3,4,4,4,5,3,3,4,4,3,4,4,4,4,3,4,4,1,1
"95",3,484303,4,3,4,4,4,3,3,3,3,3,4,2,4,4,3,3,3,4,4,2,3,4,4,3,4,3,2,2,4,1,1,4,4,6,20,4,2,4,3,2,5,2,2,1,2,18,1,13,1,1,3,51,3,4,3,4,3,4,4,4,3,4,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,1
"96",2,234282,5,3,3,4,4,4,4,3,2,4,4,2,3,3,5,4,4,5,5,4,5,5,3,5,5,4,3,4,4,0,0,4,1,6,42,1,5,5,4,3,1,3,5,2,4,120,2,14,6,6,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,5,4,4,3,3,4,3,0,1
"97",3,221894,5,3,4,4,4,5,4,4,3,4,4,3,3,3,5,5,5,4,5,4,5,5,4,4,5,3,5,4,5,1,1,4,4,6,25,4,3,4,3,3,2,3,4,2,3,30,1,13,1,5,4,3,4,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,0,1
"98",1,230171,4,2,3,5,4,4,3,2,3,2,2,2,3,3,4,4,3,4,4,2,4,4,3,5,4,4,2,3,4,1,1,4,3,6,20,1,4,5,4,2,3,5,4,3,4,25,1,19,1,5,4,39,3,3,5,5,3,4,4,5,4,4,2,4,5,4,5,4,4,4,4,5,5,5,4,4,3,5,3,1,1
"99",3,232853,3,2,4,4,4,4,3,3,4,3,4,2,3,4,5,4,4,4,5,4,5,4,4,4,5,4,3,3,4,1,1,5,4,6,26,3,4,3,4,3,5,4,3,3,3,75,1,17,3,1,4,18,3,3,3,4,3,5,4,5,4,4,4,4,3,4,5,4,4,4,4,4,4,3,4,4,3,4,3,1,1
"100",1,238197,5,2,4,4,4,4,4,4,4,4,1,2,3,3,4,4,3,4,4,3,4,4,4,4,5,3,3,3,4,0,0,4,5,6,25,3,4,4,4,2,3,3,4,3,3,30,1,15,1,1,2,28,3,4,3,3,2,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,3,4,3,0,1
"101",1,222283,4,3,4,4,4,4,3,4,3,4,3,2,4,4,4,3,3,4,4,4,5,4,4,3,4,4,4,3,4,1,1,5,4,6,20,1,5,4,4,2,3,4,5,4,5,70,2,17,1,5,4,16,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,1,0
"102",3,19444,4,2,4,5,5,5,4,3,4,2,4,3,3,5,4,3,3,5,4,4,4,5,4,4,5,4,4,5,5,0,0,4,3,6,40,3,5,4,4,3,3,5,4,4,4,75,1,11,6,4,1,50,5,5,5,3,5,4,4,5,4,5,5,5,4,5,5,5,4,4,5,5,4,4,5,5,5,5,2,0,0
"103",3,22984,5,3,3,3,4,5,4,4,4,3,4,2,5,5,5,5,5,5,5,3,5,5,5,4,5,4,3,5,5,1,1,5,6,6,21,3,5,4,4,4,5,4,4,4,4,35,1,13,6,1,1,17,3,4,4,5,5,4,5,5,4,4,4,5,4,5,5,4,5,5,5,5,4,5,4,3,5,4,2,1,0
"104",3,11267,5,1,5,5,4,5,5,4,5,2,3,2,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,4,7,6,28,1,5,5,4,3,3,4,5,4,5,60,1,17,1,1,3,10,5,4,4,4,4,4,4,4,5,4,4,5,5,4,5,4,4,4,4,4,4,4,4,2,5,5,5,0,0
"105",3,1945,4,3,5,4,5,5,5,3,4,4,4,2,5,5,5,4,4,5,4,5,5,5,5,5,4,4,4,5,4,1,1,5,4,6,45,2,4,4,4,3,5,3,5,4,4,85,1,17,1,1,2,1,4,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,4,5,4,5,4,5,5,4,4,5,0,0
"106",1,17511,4,2,4,4,5,4,4,4,4,4,3,2,3,4,5,4,4,5,4,4,4,4,3,5,4,5,4,4,4,0,0,5,5,6,23,2,4,4,3,2,3,4,4,3,3,40,1,15,1,1,4,10,5,5,4,4,5,4,4,3,4,5,5,4,4,5,4,5,5,4,5,4,4,4,4,3,4,4,5,0,0
"107",3,235837,4,2,4,4,4,4,4,4,4,4,4,2,3,3,4,4,4,3,5,3,4,4,2,5,4,3,3,4,4,1,1,4,6,6,25,2,5,3,4,2,2,2,4,2,4,60,2,12,3,5,3,45,5,5,5,5,5,4,1,3,4,5,4,3,5,5,5,5,5,5,5,5,4,4,4,2,4,5,5,0,0
"108",3,8777,4,3,5,4,5,5,5,4,4,2,5,2,4,4,4,2,4,4,5,2,5,5,4,5,5,5,5,5,5,1,1,5,6,6,50,3,5,5,4,2,2,5,4,4,5,30,2,14,1,1,2,9,2,2,4,4,5,5,4,5,5,5,5,3,2,5,4,4,5,4,5,5,4,3,5,1,4,4,5,0,0
"109",1,16444,3,1,4,4,5,5,5,2,5,4,2,1,5,5,3,3,4,5,5,3,5,5,5,5,4,5,3,4,4,0,0,4,3,6,22,1,4,4,5,2,4,5,5,4,5,60,1,13,1,1,1,13,3,3,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,4,4,4,3,4,4,4,4,5,0,0
"110",3,17485,5,1,5,5,5,5,5,3,4,3,5,1,5,5,5,4,4,5,5,4,5,5,5,5,5,5,4,5,4,1,1,4,3,6,17,2,4,5,4,3,4,2,5,2,3,40,1,16,1,1,2,28,3,5,5,5,5,4,4,5,4,5,3,5,5,4,4,5,5,5,5,5,5,5,5,3,3,5,5,0,0
"111",3,1417,4,1,4,5,4,4,4,3,4,4,5,4,5,4,4,5,5,5,4,4,5,5,4,4,4,4,4,4,4,1,1,5,6,6,25,3,4,4,4,3,4,4,4,3,4,120,2,16,1,1,2,3,5,4,5,4,5,4,4,5,4,5,4,4,5,4,4,4,4,5,4,4,5,4,4,5,5,4,4,1,0
"112",3,2770,5,4,5,3,5,5,5,3,4,3,4,2,3,3,5,4,4,5,5,4,5,4,5,5,5,4,5,4,4,1,1,3,4,6,22,1,4,2,5,3,5,4,3,3,4,16,2,12,5,2,3,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,5,4,5,5,4,0,0
"113",1,13530,4,2,4,4,4,5,4,3,4,3,3,2,4,4,4,3,4,4,4,3,4,3,4,5,4,4,2,4,4,1,1,4,3,6,19,3,4,1,3,2,4,5,4,3,4,30,2,15,1,1,1,16,5,4,4,4,4,4,4,5,5,4,5,5,4,4,3,5,4,4,5,4,4,4,5,3,5,4,4,0,0
"114",3,20232,5,3,4,5,4,5,3,3,3,3,4,3,3,3,4,2,4,5,4,4,5,4,4,5,4,4,4,4,4,0,0,4,3,6,23,1,3,3,4,2,4,3,4,3,3,20,1,15,5,1,2,40,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,3,3,5,3,3,5,4,3,3,5,4,4,0,0
"115",2,1558,3,2,4,5,4,4,4,4,2,2,4,2,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,3,4,1,1,5,3,6,20,4,4,4,4,3,5,3,4,3,3,75,1,15,1,5,4,15,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,4,4,4,4,4,4,3,4,0,0
"116",3,2180,5,3,4,5,5,5,5,5,3,5,4,1,4,4,5,3,3,5,5,5,5,3,3,5,5,3,4,5,4,2,1,5,3,6,22,2,5,5,4,2,5,5,4,4,5,35,1,11,1,5,2,48,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,4,5,5,5,5,5,5,3,5,4,3,4,1,0
"117",3,20459,5,2,5,5,4,4,4,3,4,3,4,2,3,4,4,3,2,5,5,4,5,5,3,5,5,3,4,4,4,1,1,5,4,6,25,2,1,5,4,3,4,3,4,3,4,20,1,12,3,1,2,10,3,5,4,5,4,4,4,4,4,5,5,4,4,5,5,4,4,4,3,4,5,4,4,3,4,4,4,0,0
"118",3,17936,5,2,4,4,4,4,4,3,4,4,4,1,4,5,5,3,3,5,5,4,5,5,4,5,4,5,3,4,5,1,1,5,5,6,10,2,1,4,4,2,4,3,4,4,5,12,2,13,5,4,1,48,4,4,4,5,4,5,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,0,0
"119",2,3987,4,2,5,4,5,3,5,4,3,4,4,4,4,5,5,5,3,5,5,5,5,5,5,4,5,4,4,5,5,1,1,5,4,6,22,2,4,4,3,2,3,4,5,4,3,30,1,14,5,1,2,44,5,5,4,5,4,5,5,4,4,4,5,5,5,4,4,5,4,4,5,5,4,5,5,3,4,4,4,1,0
"120",1,223446,4,2,4,5,4,5,4,3,2,3,1,2,4,4,4,4,3,4,4,3,5,5,5,5,4,4,4,5,5,1,1,4,5,6,20,2,5,5,4,3,1,2,3,5,1,20,2,10,1,7,4,36,4,3,3,4,4,4,4,3,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"121",3,7649,5,2,4,4,3,5,4,2,4,4,5,2,4,4,4,4,4,4,5,4,5,5,5,4,5,3,4,4,4,1,1,5,3,6,21,3,5,4,5,3,4,5,4,3,3,30,1,17,6,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,0
"122",1,310,4,3,5,5,4,4,4,5,4,3,2,2,4,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,4,0,0,4,2,6,20,1,5,4,4,3,5,2,4,1,3,12,1,15,1,5,4,24,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"123",1,234248,4,2,3,4,4,5,4,3,3,4,2,3,3,4,3,4,2,4,4,3,5,4,4,5,4,4,5,4,4,4,1,4,3,6,19,3,5,4,4,2,1,2,4,3,3,25,2,12,5,1,1,39,3,2,4,3,3,2,3,3,4,5,2,4,4,4,4,4,4,3,3,4,3,3,5,4,4,4,4,0,0
"124",3,8289,4,3,4,4,5,5,5,4,4,5,4,3,4,4,5,3,3,5,3,3,4,4,4,5,5,3,5,4,4,1,1,5,4,6,25,3,3,5,5,2,5,5,5,5,5,30,1,15,5,2,1,3,4,3,3,3,3,4,5,4,3,5,4,3,5,5,2,5,3,4,5,3,4,3,4,3,4,3,4,1,0
"125",1,20658,5,2,4,5,5,5,5,3,5,3,2,1,5,5,4,4,3,5,5,3,4,5,3,5,5,4,4,4,4,1,1,5,5,6,25,3,4,5,5,2,3,4,4,2,5,45,2,15,5,1,1,8,3,4,3,4,3,5,4,3,3,4,3,5,4,4,3,3,3,3,4,3,5,4,3,3,4,5,4,0,0
"126",2,1323,4,1,3,4,4,4,4,4,3,2,4,2,3,4,4,4,2,4,4,3,4,3,5,2,4,4,4,4,4,1,1,4,5,6,25,5,3,2,4,3,5,2,3,1,2,100,2,13,1,1,4,39,3,3,4,3,3,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,0
"127",3,13165,4,2,4,4,4,5,5,3,3,2,5,3,3,3,4,4,4,5,5,4,5,5,4,5,4,3,3,3,5,1,1,4,3,6,25,3,4,4,3,2,4,3,4,3,4,30,1,13,1,1,4,5,3,4,3,4,3,3,4,4,3,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,0,0
"128",3,11054,4,3,5,4,3,5,5,4,4,4,5,1,4,4,5,5,4,4,4,4,4,4,3,5,4,4,5,3,4,0,0,5,9,6,45,1,3,4,3,2,2,2,3,3,5,60,1,13,1,1,1,46,4,4,4,4,3,4,4,4,4,3,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,1,0
"129",1,4041,5,4,3,5,4,4,4,4,3,2,2,2,4,4,4,2,3,4,4,4,4,5,4,5,4,4,4,4,5,1,1,5,3,6,20,1,5,3,5,2,1,3,5,4,5,20,1,19,6,1,4,39,4,3,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,3,4,4,0,0
"130",2,484828,3,2,3,4,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,2,1,5,2,6,20,2,4,4,4,3,3,4,3,5,4,60,1,15,5,1,1,5,2,4,4,3,4,4,4,4,4,4,5,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,0,0
"131",1,223470,4,3,4,5,4,4,4,3,3,3,3,2,4,4,4,4,3,5,5,4,5,4,3,5,4,3,4,3,4,1,1,4,11,6,21,1,5,4,5,2,3,4,4,4,4,3,2,17,1,1,3,8,1,3,3,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,4,4,4,2,3,4,4,0,0
