"animal","test.sales","sales"
"penguin",42,5330
"rabbit",70,5089
"penguin",65,5917
"bear",40,6140
"lion",69,9064
"bear",56,6863
"fox",5,0
"penguin",59,5464
"bear",75,7826
"penguin",38,3614
"zebra",36,6279
"monkey",55,9756
"zebra",50,7013
"camel",60,7786
"penguin",43,4752
"penguin",70,6572
"monkey",31,7120
"lion",74,9468
"monkey",32,7537
"penguin",43,4547
"monkey",32,9323
"penguin",30,4252
"bear",57,6703
"lion",62,8323
"monkey",49,10867
"rabbit",25,4065
"elephant",3,0
"camel",27,3777
"koala",6,0
"penguin",28,4271
"kangaroo",29,7175
"bear",30,4909
"rabbit",71,5819
"kangaroo",67,10829
"bear",47,7299
"rabbit",25,1977
"monkey",26,8286
"kangaroo",61,7575
"kangaroo",39,5871
"lion",67,6791
"bear",64,8152
"lion",40,6609
"zebra",73,11331
"penguin",51,3653
"camel",49,8551
"elephant",5,0
"penguin",28,4664
"elephant",2,0
"elephant",9,0
"lion",29,6615
"lion",74,8419
"kangaroo",61,10535
"fox",3,0
"penguin",52,5664
"lion",68,9376
"rabbit",62,3143
"monkey",52,10248
"penguin",42,1882
"bear",67,7920
"bear",27,6723
"rabbit",33,3935
"penguin",48,6430
"camel",58,7934
"lion",50,7195
"elephant",10,0
"monkey",47,10951
"lion",26,3352
"lion",44,8648
"penguin",58,5612
"lion",57,9285
"bear",60,6813
"koala",4,0
"kangaroo",26,5535
"lion",41,7167
"kangaroo",57,9018
"camel",27,4215
"lion",56,8153
"monkey",39,10415
"rabbit",37,3884
"penguin",42,4328
"camel",71,9762
"bear",45,5422
"monkey",45,8389
"kangaroo",62,9708
"kangaroo",32,6882
"bear",60,5775
"penguin",49,4274
"rabbit",29,3895
"kangaroo",27,6045
"monkey",41,9110
"monkey",63,13239
"penguin",66,5075
"fox",10,0
"monkey",27,7876
"rabbit",37,3933
"bear",51,6105
"zebra",50,6707
"bear",42,6907
"kangaroo",41,6589
"kangaroo",27,5904
"penguin",27,4052
"lion",57,7667
"kangaroo",29,6187
"kangaroo",33,5918
"penguin",31,4396
"penguin",62,3449
"monkey",62,12810
"kangaroo",47,7886
"penguin",25,3087
"camel",56,6148
"bear",32,5453
"penguin",61,6254
"koala",8,0
"monkey",53,11949
"lion",49,8320
"bear",47,5546
"penguin",34,3502
"penguin",32,3718
"lion",37,4754
"lion",71,8384
"kangaroo",53,7824
"bear",56,6263
"monkey",46,9478
"camel",35,5519
"lion",27,4827
"bear",42,3883
"monkey",50,10752
"bear",42,4100
"kangaroo",69,10584
"lion",50,9225
"kangaroo",71,10572
"penguin",56,3342
"monkey",29,8506
"rabbit",63,4560
"bear",45,5688
"lion",65,6941
"monkey",68,13027
"lion",68,8929
"koala",6,0
"bear",69,8446
"lion",41,9174
"monkey",28,7818
"fox",2,0
"camel",38,5901
"lion",31,3925
"kangaroo",29,4779
"kangaroo",38,5933
"penguin",71,5110
"kangaroo",43,6292
"kangaroo",72,12412
"bear",33,4805
"fox",1,0
"monkey",59,13003
"kangaroo",63,8660
"penguin",53,4710
"elephant",6,0
"lion",36,6330
"penguin",30,5514
"zebra",57,8832
"camel",25,5565
"rabbit",50,3498
"lion",46,6879
"koala",1,0
"penguin",73,5496
"fox",9,0
"lion",46,4862
"penguin",64,5454
"zebra",53,9525
"kangaroo",61,7403
"rabbit",73,5139
"bear",39,4678
"penguin",71,5891
"zebra",30,4794
"koala",7,0
"penguin",37,5916
"monkey",65,13046
"bear",39,4492
"lion",56,7844
"monkey",27,8130
"lion",42,5537
"lion",62,7193
"penguin",45,4471
"elephant",5,0
"monkey",56,12649
"bear",53,5089
"monkey",32,8640
"elephant",8,0
"monkey",60,13091
"bear",73,9050
"monkey",64,13130
"bear",33,4566
"lion",34,6909
"rabbit",70,2927
"camel",32,5959
"bear",35,5974
"kangaroo",57,8098
"bear",44,7863
"bear",44,7156
"monkey",69,12818
"monkey",42,10789
"lion",64,7769
"rabbit",66,4725
"fox",2,0
"camel",49,6752
"kangaroo",34,6744
"bear",29,4201
"monkey",59,12040
"kangaroo",63,10395
"kangaroo",62,7234
"camel",67,6528
"lion",75,10056
"kangaroo",69,10247
"bear",35,4112
"zebra",58,8737
"lion",37,5184
"bear",60,6705
"penguin",48,5308
"monkey",44,10602
"rabbit",40,2893
"penguin",43,3097
"lion",75,7972
"zebra",50,7448
"penguin",41,3599
"bear",57,7608
"lion",33,4714
"penguin",60,3980
"penguin",31,3325
"koala",1,0
"fox",4,0
"lion",26,4265
"penguin",40,2160
"lion",42,7544
"zebra",26,4092
"elephant",3,0
"zebra",32,5309
"bear",28,5342
"bear",46,7037
"penguin",49,5121
"zebra",70,9062
"lion",28,5419
"monkey",59,11891
"bear",50,5408
"penguin",72,5150
"lion",48,6073
"kangaroo",37,7204
"penguin",27,2893
"penguin",62,4928
"penguin",69,3687
"penguin",43,4189
"kangaroo",26,5546
"penguin",42,3525
"bear",52,7248
"kangaroo",50,9199
"kangaroo",59,9286
"monkey",38,7251
"lion",45,6665
"kangaroo",61,11148
"zebra",36,6905
"koala",7,0
"camel",66,8528
"monkey",33,7264
"monkey",51,10610
"penguin",36,2608
"kangaroo",66,8920
"lion",31,5751
"monkey",45,10129
"bear",43,5367
"elephant",4,0
"bear",34,4849
"monkey",35,8960
"kangaroo",42,7833
"rabbit",57,3581
"penguin",33,3871
"lion",40,3842
"lion",31,6447
"penguin",50,4125
"kangaroo",37,9312
"penguin",52,5473
"penguin",68,6687
"bear",52,4245
"fox",7,0
"kangaroo",27,7019
"kangaroo",40,8584
"monkey",40,10469
"monkey",57,12629
"bear",33,6700
"bear",48,5474
"penguin",67,6127
"fox",4,0
"bear",55,8280
"zebra",40,5520
"lion",59,8422
"lion",72,9405
"kangaroo",52,9114
"bear",43,6663
"penguin",66,5262
"fox",10,0
"lion",55,6935
"penguin",44,4302
"lion",41,6257
"monkey",49,10274
"bear",50,8037
"elephant",5,0
"bear",25,5355
"bear",49,6816
"bear",43,5551
"bear",48,6614
"monkey",59,12397
"kangaroo",35,8327
"kangaroo",72,10693
"koala",2,0
"camel",33,5092
"kangaroo",36,6910
"monkey",60,12892
"monkey",60,12775
"kangaroo",40,8022
"koala",6,0
"koala",10,0
"lion",50,8183
"camel",32,6526
"kangaroo",59,9737
"kangaroo",60,9500
"kangaroo",41,8074
"lion",57,6064
"bear",45,6043
"monkey",57,11494
"penguin",64,5327
"penguin",69,4564
"lion",45,6653
"monkey",67,14261
"monkey",68,13313
"bear",29,5977
"penguin",71,3835
"penguin",49,4636
"kangaroo",63,12839
"zebra",58,7882
"penguin",60,4386
"penguin",55,5791
"lion",27,3629
"monkey",52,11235
"elephant",6,0
"penguin",30,5250
"bear",68,9148
"lion",28,5692
"koala",9,0
"kangaroo",56,9518
"fox",2,0
"kangaroo",56,9146
"zebra",64,9445
"penguin",53,4256
"penguin",74,6895
"kangaroo",50,7658
"zebra",67,8486
"monkey",33,8079
"monkey",30,8049
"penguin",56,4712
"penguin",62,4190
"penguin",63,4682
"bear",47,6121
"fox",10,0
"lion",26,5163
"kangaroo",62,7759
"koala",2,0
"rabbit",58,4755
"monkey",73,15115
"lion",50,7857
"lion",38,7362
"bear",36,6032
"bear",62,6718
"lion",53,5829
"bear",70,6403
"rabbit",51,4221
"camel",29,5724
"monkey",34,6870
"bear",49,5922
"rabbit",62,5402
"monkey",40,8278
"penguin",56,5716
"camel",32,6105
"penguin",66,8235
"lion",27,5030
"lion",71,10014
"monkey",57,11832
"fox",2,0
"kangaroo",72,10225
"camel",55,6462
"camel",45,6483
"bear",31,5726
"kangaroo",71,9900
"monkey",39,8871
"koala",3,0
"penguin",34,4739
"monkey",33,7597
"monkey",44,8972
"kangaroo",57,8654
"kangaroo",70,10159
"penguin",36,3918
"penguin",56,4190
"monkey",35,9055
"lion",54,6992
"elephant",8,0
"lion",38,7823
"bear",26,3866
"kangaroo",73,11294
"kangaroo",37,5178
"bear",72,9420
"bear",60,7102
"kangaroo",59,9703
"bear",25,3142
"lion",49,5917
"bear",25,5752
"penguin",27,4224
"rabbit",32,3703
"kangaroo",61,9823
"lion",29,5391
"rabbit",66,5816
"bear",74,6826
"monkey",53,10254
"penguin",57,4754
"kangaroo",74,11015
"kangaroo",58,8965
"lion",59,7995
"lion",47,6635
"monkey",33,8232
"camel",63,8411
"monkey",25,6908
"monkey",25,7102
"lion",60,8837
"kangaroo",60,9671
"lion",50,6833
"monkey",29,8600
"lion",25,5831
"bear",32,5796
"zebra",69,7753
"lion",68,7094
"rabbit",28,4053
"penguin",34,5246
"kangaroo",54,8363
"kangaroo",56,11400
"lion",56,7317
"lion",72,8701
"camel",33,7289
"bear",36,5776
"penguin",28,4178
"lion",34,5021
"monkey",41,8821
"kangaroo",58,8976
"rabbit",70,5126
"penguin",42,4577
"penguin",59,4068
"penguin",64,4025
"penguin",33,4000
"kangaroo",29,5854
"monkey",29,7269
"kangaroo",63,8795
"kangaroo",64,9783
"penguin",70,7051
"bear",74,7497
"monkey",71,13951
"penguin",37,5093
"bear",44,5088
"kangaroo",46,8656
"monkey",44,11226
"camel",38,4218
"kangaroo",57,7909
"monkey",26,6559
"zebra",52,5600
"bear",70,8110
"monkey",28,8317
"bear",53,6899
"lion",74,9143
"penguin",30,4633
"monkey",41,8816
"lion",40,5240
"bear",61,6293
"monkey",32,9103
"penguin",51,2624
"rabbit",46,2246
"monkey",37,9745
"penguin",44,5551
"penguin",54,4452
"monkey",54,12516
"rabbit",75,4347
"bear",53,6818
"elephant",6,0
"rabbit",42,1835
"bear",26,4898
"koala",7,0
"zebra",38,6694
"camel",38,5790
"monkey",51,11091
"lion",34,5209
"bear",40,5765
"bear",47,6840
"bear",64,5641
"lion",63,8902
"lion",65,8234
"kangaroo",30,7379
"bear",71,7064
"lion",41,5997
"rabbit",67,4530
"lion",42,5776
"monkey",29,7659
"bear",57,6314
"lion",34,5227
"lion",31,4439
"koala",3,0
"monkey",50,11310
"kangaroo",65,10641
"rabbit",51,2909
"penguin",55,4929
"penguin",64,3192
"kangaroo",36,7228
"rabbit",50,4965
"bear",52,5987
"rabbit",32,3675
"monkey",28,6277
"rabbit",26,2873
"penguin",51,5779
"monkey",69,14217
"bear",25,5370
"kangaroo",48,8228
"lion",65,8681
"koala",8,0
"lion",25,4823
"kangaroo",70,11004
"penguin",70,5870
"bear",59,7224
"zebra",63,8314
"bear",73,7830
"kangaroo",45,9583
"rabbit",72,3608
"koala",2,0
"fox",2,0
"bear",44,5175
"lion",42,6796
"lion",27,5415
"penguin",35,4086
"bear",72,7526
"bear",58,5749
"rabbit",56,3150
"camel",62,7495
"bear",75,7854
"bear",25,5628
"fox",4,0
"lion",56,8656
"koala",3,0
"kangaroo",61,8915
"penguin",56,3232
"penguin",25,3002
"elephant",7,0
"penguin",70,4743
"rabbit",56,3543
"monkey",49,9978
"bear",51,7475
"penguin",69,5658
"elephant",4,0
"kangaroo",55,9846
"monkey",53,10972
"fox",7,0
"bear",63,7706
"lion",56,7831
"kangaroo",27,6209
"penguin",62,3123
"elephant",5,0
"lion",31,7422
"zebra",72,9804
"lion",68,6866
"kangaroo",59,9289
"zebra",66,8197
"rabbit",61,4618
"penguin",28,4173
"monkey",58,12416
"fox",4,0
"elephant",10,0
"bear",74,7037
"kangaroo",27,6977
"kangaroo",58,9761
"monkey",35,6993
"kangaroo",40,7175
"zebra",52,8377
"monkey",34,7940
"bear",73,7462
"kangaroo",70,11412
"monkey",45,9488
"penguin",56,4106
"camel",61,7957
"zebra",48,8205
"monkey",70,14775
"zebra",38,8338
"fox",7,0
"penguin",60,5323
"lion",39,5103
"bear",53,6606
"monkey",43,8868
"monkey",31,9066
"camel",34,6631
"monkey",31,8929
"monkey",41,8230
"fox",2,0
"monkey",25,6439
"penguin",26,3794
"koala",10,0
"kangaroo",38,5623
"bear",58,6177
"elephant",2,0
"lion",33,5556
"koala",2,0
"camel",47,6513
"kangaroo",55,7099
"penguin",61,5564
"kangaroo",45,5742
"kangaroo",58,7463
"lion",75,9576
"bear",74,6931
"bear",64,7066
"penguin",74,5228
"penguin",30,4911
"elephant",1,0
"lion",31,5014
"rabbit",59,6210
"camel",39,4781
"monkey",70,14368
"monkey",71,13391
"rabbit",31,2967
"kangaroo",67,10365
"penguin",35,4993
"monkey",36,8843
"penguin",74,6722
"lion",57,6854
"kangaroo",33,6275
"lion",46,6009
"kangaroo",34,6173
"camel",48,6728
"lion",31,5724
"lion",69,7330
"koala",7,0
"penguin",39,4773
"monkey",66,12834
"lion",55,5868
"fox",7,0
"lion",67,10068
"bear",48,4798
"rabbit",63,4183
"penguin",72,4319
"penguin",62,4947
"lion",64,7305
"zebra",66,8334
"lion",35,5337
"kangaroo",61,9745
"fox",9,0
"bear",37,3770
"penguin",43,5611
"bear",64,5773
"penguin",41,5064
"elephant",8,0
"monkey",25,4239
"penguin",56,5719
"lion",55,6979
"lion",28,5694
"penguin",40,3466
"bear",58,7415
"bear",34,3886
"zebra",27,4018
"monkey",31,9421
"lion",28,6788
"penguin",75,5864
"penguin",27,5021
"monkey",42,8310
"lion",75,9020
"zebra",62,8757
"camel",63,9185
"zebra",65,7204
"monkey",54,10004
"penguin",66,5173
"penguin",62,6848
"zebra",52,6491
"zebra",72,10396
"penguin",73,5781
"rabbit",44,2854
"camel",46,10305
"kangaroo",74,9823
"kangaroo",33,6428
"monkey",28,6566
"elephant",5,0
"penguin",62,4658
"lion",68,8665
"kangaroo",43,6708
"rabbit",62,4387
"penguin",45,4576
"kangaroo",74,11155
"penguin",60,4523
"camel",66,8677
"bear",55,4957
"monkey",69,12594
"kangaroo",59,9782
"lion",40,6241
"penguin",33,4075
"bear",73,6804
"kangaroo",40,7876
"kangaroo",42,7968
"monkey",39,9690
"lion",70,9383
"kangaroo",38,7090
"kangaroo",49,9089
"bear",37,4596
"elephant",6,0
"penguin",48,3485
"zebra",62,10273
"kangaroo",47,7346
"lion",56,6359
"elephant",3,0
"kangaroo",61,9553
"monkey",28,7743
"penguin",40,4738
"lion",43,5690
"penguin",59,5258
"lion",40,6621
"bear",58,7062
"bear",58,6459
"bear",38,3734
"kangaroo",75,10288
"lion",27,5161
"lion",31,6784
"monkey",67,11580
"penguin",72,6653
"penguin",33,5558
"kangaroo",38,7279
"lion",29,5845
"camel",57,8489
"lion",73,7319
"penguin",39,4555
"kangaroo",74,10750
"penguin",48,5400
"penguin",60,6039
"monkey",70,12598
"koala",6,0
"bear",33,6089
"fox",7,0
"lion",26,5857
"lion",67,9517
"kangaroo",73,10502
"penguin",64,5079
"rabbit",42,5643
"penguin",70,3866
"kangaroo",71,10318
"zebra",33,6554
"monkey",71,15163
"kangaroo",45,7745
"lion",42,7825
"camel",56,8635
"fox",1,0
"monkey",33,8135
"penguin",31,2105
"penguin",58,4111
"bear",50,7089
"monkey",39,7470
"penguin",58,3680
"camel",69,9522
"monkey",71,13858
"bear",27,5361
"penguin",66,5834
"penguin",67,4777
"lion",45,6457
"bear",27,3991
"rabbit",26,3182
"kangaroo",32,8918
"koala",5,0
"kangaroo",54,7915
"penguin",29,3245
"bear",71,8539
"bear",72,6470
"monkey",73,14718
"kangaroo",68,9791
"bear",41,5649
"bear",50,4703
"camel",30,6394
"penguin",59,5638
"penguin",71,5955
"penguin",26,3661
"bear",37,5145
"rabbit",50,4347
"lion",57,6421
"lion",65,9000
"monkey",39,9237
"camel",34,5615
"monkey",29,8879
"bear",52,4438
"lion",66,7326
"kangaroo",56,9178
"penguin",45,4709
"penguin",46,5160
"kangaroo",58,8035
"camel",38,5785
"lion",57,6484
"kangaroo",31,6937
"bear",46,6001
"kangaroo",72,9416
"bear",69,5980
"bear",44,7301
"bear",44,6905
"bear",68,4852
"kangaroo",31,5304
"kangaroo",38,6262
"camel",46,6214
"lion",65,9920
"bear",47,4627
"bear",26,6522
"monkey",25,7432
"penguin",62,3826
"monkey",43,11376
"koala",10,0
"zebra",36,5985
"monkey",72,12171
"kangaroo",30,5087
"rabbit",36,3620
"camel",26,6772
"penguin",73,5059
"elephant",6,0
"fox",8,0
"lion",74,7924
"monkey",33,8260
"elephant",8,0
"monkey",31,6613
"monkey",67,14836
"penguin",48,3883
"lion",33,5601
"penguin",65,2832
"penguin",32,4297
"lion",75,8568
"camel",43,6246
"lion",31,4802
"kangaroo",35,5396
"bear",36,4540
"kangaroo",66,9531
"bear",62,5111
"bear",55,5219
"lion",31,4982
"kangaroo",51,10389
"lion",43,7819
"bear",62,6895
"kangaroo",70,8885
"monkey",26,8973
"lion",30,5539
"monkey",66,11910
"kangaroo",54,8510
"lion",39,6122
"lion",60,9185
"zebra",52,6749
"bear",56,5540
"bear",37,5463
"penguin",67,5992
"rabbit",62,4155
"monkey",74,15325
"lion",37,8066
"bear",57,6297
"zebra",34,4594
"monkey",52,10310
"lion",53,8194
"bear",50,7303
"monkey",29,7032
"bear",58,5497
"camel",25,4533
"lion",30,4447
"zebra",51,7693
"kangaroo",65,8970
"elephant",9,0
"bear",71,7077
"zebra",37,4576
"bear",30,4936
"koala",10,0
"lion",38,7664
"monkey",28,8148
"kangaroo",74,10017
"monkey",66,13523
"kangaroo",36,8099
"penguin",55,5584
"rabbit",55,3135
"bear",65,6428
"bear",39,5000
"lion",31,5173
"lion",35,4353
"bear",51,5846
"kangaroo",35,7455
"monkey",38,9505
"monkey",32,6692
"fox",1,0
"lion",59,8715
"monkey",44,10209
"penguin",68,5229
"elephant",7,0
"lion",28,5555
"lion",66,6753
"fox",7,0
"bear",44,4849
"zebra",69,6844
"monkey",57,9509
"kangaroo",32,5828
"lion",45,7283
"fox",9,0
"monkey",33,8406
"kangaroo",69,10068
"zebra",52,7126
"kangaroo",69,9443
"penguin",67,5177
"monkey",44,9384
"kangaroo",27,5356
"monkey",32,7929
"kangaroo",56,9421
"penguin",38,4469
"penguin",59,3860
"kangaroo",32,7475
"monkey",69,15027
"kangaroo",75,9637
"camel",34,6165
"penguin",34,3074
"monkey",66,13939
"penguin",63,3740
"penguin",38,3004
"penguin",57,6169
"monkey",63,13033
"penguin",59,3872
"penguin",52,4654
"kangaroo",25,7349
"lion",46,6148
"bear",39,5416
"lion",48,6593
"fox",7,0
"penguin",74,5366
"bear",63,7050
"bear",35,4390
"zebra",39,3998
"penguin",69,6854
"bear",30,3305
"monkey",25,5749
"monkey",45,10692
"lion",44,6640
"rabbit",53,4058
"monkey",57,9680
"penguin",50,3978
"penguin",26,4494
"penguin",75,5917
"rabbit",27,2455
"bear",45,6196
"zebra",68,9064
"kangaroo",67,8735
"monkey",42,8036
"camel",64,9223
"bear",27,4726
"rabbit",31,4325
"bear",41,5804
"lion",33,5328
"monkey",46,11055
"lion",69,8551
"zebra",49,5479
"lion",48,5873
"elephant",8,0
"penguin",37,3356
"bear",27,5261
"camel",59,6845
"bear",69,7627
"kangaroo",61,8886
"monkey",67,13218
"lion",35,5593
"fox",9,0
"lion",41,6849
"kangaroo",48,9030
"monkey",50,11669
"penguin",51,4317
"penguin",45,4178
"kangaroo",61,9517
"kangaroo",53,8654
"kangaroo",38,7357
"lion",55,8556
"rabbit",61,3845
"bear",59,6471
"rabbit",29,2678
"bear",36,5913
"lion",63,8906
"lion",44,7589
"penguin",74,6102
"lion",48,7289
"zebra",58,8031
"camel",44,6625
"penguin",45,5847
"bear",37,7240
"rabbit",66,6173
"fox",6,0
"monkey",63,12427
"elephant",1,0
"monkey",28,6587
"penguin",55,3159
"camel",73,7218
"monkey",74,13990
"penguin",32,2001
"camel",42,5864
"bear",62,6136
"lion",51,9779
"kangaroo",71,9094
"camel",63,8844
