ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.
78,CD,6,6,FL,0,6,A,40608,40613,40466,FR,1393,11,4,0.611,40305,40415,4,2,40306,,Other,10,CHD,1,PK,12,550,Z,0.111,0,East Coast,EXISTING,18,20,1393,2,40325,40420,283,188,Middle,Middle,Middle->Middle,March,PK,High,PK->High,C,1,0.032727273,0.9,2,S-M,1
79,HC,8,8,CA,0,7,A,40608,40614,40494,FR,2571,16,4,0.246,40246,40402,6,4,40236,A,Southern California,10,PUBLIC,1,K,8,610,O,0.092,0,East Coast,EXISTING,65,69,2571,1,40471,40471,137,137,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,1,0.106557377,0.942028986,4,M-L,1
80,CC,8,8,CA,0,7,A,40608,40614,40452,CP,2389,38,1,0.623,40227,40401,1,5,40227,,Northern California,5,CHD,1,PK,8,864,Q,0.312,1,East Coast,EXISTING,61,66,2389,1,40423,40423,185,185,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,1,0.070601852,0.924242424,5,L,1
81,CD,8,8,CA,0,7,A,40608,40614,40452,NA,2049,33,8,0.471,40260,40407,5,6,40254,,Southern California,5,PUBLIC,1,7,12,,O,0.243,1,East Coast,EXISTING,70,76,2049,1,40420,40420,188,188,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,C,1,NA,0.921052632,6,,1
82,CD,7,8,TN,1,4,A,40609,40612,40451,FR,1324,41,1,0.774,40308,40395,3,5,40254,,Other,10,CHD,1,PK,8,365,M,0.245,0,East Coast,EXISTING,53,58,1324,1,40407,40407,202,202,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,0,0.145205479,0.913793103,5,S-M,0
83,HD,8,8,CA,0,5,A,40609,40613,40483,NA,1984,3,1,0.231,40263,40431,3,1,40263,B,Northern California,5,PUBLIC,1,7,8,511,O,0.154,0,East Coast,EXISTING,13,14,1984,1,40442,40442,167,167,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.025440313,0.928571429,1,S-M,1
84,HD,8,8,CA,0,5,A,40609,40613,40483,NA,2267,26,0,0.743,40289,40402,0,4,40277,,Northern California,5,Private non-Christian,1,6,12,372,Q,0.171,0,East Coast,EXISTING,35,39,2267,1,40451,40451,158,158,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,H,1,0.094086022,0.897435897,4,S-M,1
85,HD,7,8,TX,0,5,A,40609,40613,40483,NA,1742,28,11,0.966,40203,40410,10,2,40200,B,Houston,10,PUBLIC,1,6,8,375,M,0.172,0,East Coast,EXISTING,29,31,1742,1,40434,40434,175,175,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.077333333,0.935483871,2,S-M,1
86,HD,7,8,AZ,0,5,A,40609,40613,40466,NA,1699,17,2,0.85,40249,40249,3,2,40249,,Other,7,PUBLIC,1,,NA,,,0.1,0,East Coast,NEW,20,22,1699,2,40421,40472,188,137,Middle,Middle,Middle->Middle,March,Undefined,Undefined,Undefined->Undefined,H,0,NA,0.909090909,2,,0
87,HC,8,8,MI,0,6,B,40609,40614,40466,NA,1099,50,4,0.676,40248,40415,6,7,40239,B,Other,10,PUBLIC,1,6,8,682,J,0.284,0,East Coast,EXISTING,74,81,1099,1,40428,40428,181,181,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.108504399,0.913580247,7,M-L,1
88,HD,9,9,MX,0,6,A,40609,40614,40330,SA,2296,0,0,0,40269,40269,14,2,40234,,Other,7,CHD,0,,NA,,,0,0,East Coast,EXISTING,23,25,2296,0,NA,NA,NA,NA,High,High,High->High,March,Undefined,Undefined,Undefined->Undefined,H,1,NA,0.92,2,,1
89,HD,8,NA,FL,0,4,A,40610,40613,40490,NA,1444,3,1,0.5,40274,40430,1,1,40274,B,Other,10,PUBLIC,1,2,12,2159,O,0.5,0,East Coast,EXISTING,6,7,1444,2,40309,40478,301,132,Middle,Undefined,Middle->Undefined,March,Elementary,High,Elementary->High,H,0,0.002779064,0.857142857,1,L,0
90,HD,8,8,FL,1,4,A,40610,40613,40466,NA,1145,22,4,0.688,NA,40401,7,3,40360,,Other,5,Private non-Christian,0,PK,12,1100,F,0.25,0,East Coast,EXISTING,32,35,1145,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.029090909,0.914285714,3,L,1
91,SK,7,7,FL,0,4,B,40610,40613,40463,NA,999,18,7,0.783,NA,40422,7,3,40361,,Other,7,Private non-Christian,0,PK,12,1100,F,0.13,0,Science,EXISTING,23,26,999,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,High,PK->High,S,1,0.020909091,0.884615385,3,L,1
92,HD,7,8,TX,0,6,A,40610,40615,40466,SA,2096,0,0,0,40220,40220,2,4,40220,,Houston,5,Catholic,0,PK,8,428,D,0,0,East Coast,EXISTING,52,56,2096,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0,0.121495327,0.928571429,4,S-M,1
93,SG,6,6,FL,0,3,B,40611,40613,40466,NA,725,31,0,0.861,NA,40422,0,3,40361,,Other,7,Private non-Christian,0,PK,12,1100,F,0.139,0,Science,EXISTING,36,39,725,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,High,PK->High,S,1,0.032727273,0.923076923,3,L,1
94,HD,7,8,LA,1,4,A,40611,40614,40473,NA,1467,34,9,0.708,40210,40394,9,4,40211,B,Other,10,PUBLIC,1,7,8,552,J,0.208,0,East Coast,EXISTING,48,52,1467,1,40415,40415,196,196,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.086956522,0.923076923,4,S-M,0
95,HD,8,8,AZ,0,4,A,40611,40614,40441,NA,1630,58,12,0.753,40260,40396,12,10,40257,B,Other,5,PUBLIC,1,7,8,688,P,0.143,0,East Coast,EXISTING,77,87,1630,2,40296,40422,315,189,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.111918605,0.885057471,10,M-L,1
96,HD,8,8,IA,0,6,B,40611,40616,40466,NA,1099,16,3,0.5,40261,40416,2,2,40261,B,Other,10,PUBLIC,1,5,8,330,J,0.219,0,East Coast,EXISTING,32,34,1099,1,40430,40430,181,181,Middle,Middle,Middle->Middle,March,Elementary,Middle,Elementary->Middle,H,1,0.096969697,0.941176471,2,S,1
97,HC,8,8,CO,0,6,A,40611,40616,40452,NA,1854,18,1,0.514,40206,40416,1,3,40204,,Other,10,CHD,1,K,12,315,M,0.486,0,East Coast,EXISTING,35,38,1854,2,40231,40430,380,181,Middle,Middle,Middle->Middle,March,K,High,K->High,H,1,0.111111111,0.921052632,3,S,0
98,HW,7,8,SC,0,3,B,40612,40614,40466,NA,890,6,6,0.4,40234,40428,7,1,40234,C,Other,10,PUBLIC,1,7,8,650,I,0.2,0,East Coast,EXISTING,15,16,890,1,40434,40434,178,178,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.023076923,0.9375,1,M-L,0
99,HD,8,8,IL,0,3,A,40612,40615,40473,NA,1163,149,22,0.823,40294,40410,20,13,40292,A,Other,5,PUBLIC,1,7,8,468,Q,0.116,0,East Coast,EXISTING,181,194,1163,1,40451,40451,161,161,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.386752137,0.932989691,13,S-M,1
100,HW,NA,NA,TX,0,4,A,40612,40615,40480,NA,1750,42,7,0.857,40302,40409,7,4,40297,,Houston,5,Private non-Christian,1,PK,12,957,Z,0.163,0,East Coast,EXISTING,49,53,1750,1,40473,40473,139,139,Undefined,Undefined,Undefined->Undefined,March,PK,High,PK->High,H,0,0.051201672,0.924528302,4,L,1
101,HD,9,9,MN,0,4,A,40612,40615,40466,NA,1445,49,3,0.628,40263,40406,4,5,40257,A,Other,5,PUBLIC,1,6,9,1102,Q,0.269,0,East Coast,EXISTING,78,83,1445,2,40444,40445,168,167,High,High,High->High,March,Middle,High,Middle->High,H,1,0.070780399,0.939759036,5,L,1
102,HD,8,9,WI,0,5,A,40612,40616,40504,NA,1229,27,4,0.643,NA,40414,3,3,40374,B,Other,10,PUBLIC,1,7,9,780,G,0.167,1,East Coast,EXISTING,42,45,1229,1,40455,40455,157,157,Middle,High,Middle->High,March,Middle,High,Middle->High,H,0,0.053846154,0.933333333,3,M-L,1
103,HD,8,8,AZ,0,5,A,40612,40616,40452,NA,2164,12,15,0.667,40254,40414,21,3,40138,,Other,5,Catholic,1,K,8,570,I,0.333,0,East Coast,EXISTING,18,21,2164,2,40232,40416,380,196,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,1,0.031578947,0.857142857,3,S-M,0
104,HD,6,6,CA,0,8,A,40612,40619,40452,SA,2630,0,0,0,40234,40234,0,4,40228,,Southern California,4,Private non-Christian,0,PK,6,350,P,0,1,East Coast,EXISTING,36,40,2630,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,1,0.102857143,0.9,4,S-M,1
105,HD,8,8,MS,0,3,A,40613,40615,40497,NA,1149,24,2,0.828,40220,40417,3,2,40220,,Other,5,CHD,1,PK,12,1140,K,0.31,0,East Coast,EXISTING,29,31,1149,1,40470,40470,143,143,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.025438596,0.935483871,2,L,1
106,HD,6,8,FL,0,4,A,40613,40616,40452,FR,1368,34,7,0.68,40283,40451,9,5,40283,B,Other,10,PUBLIC,0,6,8,1165,K,0.32,0,East Coast,NEW,50,55,1368,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.042918455,0.909090909,5,L,1
107,CD,8,12,MN,1,4,A,40613,40616,40480,NA,1299,6,2,0.667,40290,40422,2,1,40289,,Other,10,CHD,1,K,12,452,Q,0.222,0,East Coast,NEW,9,10,1299,2,40301,40435,312,178,Middle,High,Middle->High,March,K,High,K->High,C,0,0.019911504,0.9,1,S-M,0
108,HC,7,8,MN,1,5,A,40613,40617,40483,NA,1620,23,3,0.575,40227,40399,2,2,40192,B,Other,10,PUBLIC,1,K,8,700,M,0.3,0,East Coast,EXISTING,40,42,1620,1,40451,40451,162,162,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0,0.057142857,0.952380952,2,M-L,0
109,HN,5,6,AL,0,5,A,40613,40617,40483,NA,1849,13,9,0.52,40238,40411,10,4,40239,C,Other,10,PUBLIC,1,K,8,1590,E,0.16,0,East Coast,EXISTING,25,29,1849,2,40280,40423,333,190,Elementary,Middle,Elementary->Middle,March,K,Middle,K->Middle,H,0,0.01572327,0.862068966,4,L,1
110,HD,8,8,TN,0,4,B,40613,40618,40483,NA,1217,13,1,0.619,40260,40410,1,1,40244,,Other,10,Private non-Christian,1,K,12,780,G,0.191,0,East Coast,EXISTING,21,22,1217,1,40414,40414,199,199,Middle,Middle,Middle->Middle,March,K,High,K->High,H,1,0.026923077,0.954545455,1,M-L,1
111,HD,6,8,TX,1,6,A,40613,40618,40451,NA,1844,9,2,0.429,40210,40393,2,2,40192,,Houston,10,CHD,1,PK,8,184,A,0.143,0,East Coast,EXISTING,21,23,1844,1,40423,40423,190,190,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0,0.114130435,0.913043478,2,S,0
112,HD,8,8,MO,0,4,B,40613,40619,40466,NA,1047,21,2,0.568,40267,40407,1,4,40131,B,Other,10,PUBLIC,1,6,8,760,G,0.324,0,East Coast,EXISTING,37,41,1047,2,40281,40421,332,192,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.048684211,0.902439024,4,M-L,1
113,CD,8,8,OR,0,7,A,40613,40619,40330,NA,2277,11,1,0.647,40231,40401,1,1,40228,,Pacific Northwest,10,CHD,1,PK,8,165,H,0.471,1,East Coast,EXISTING,17,18,2277,1,40443,40443,170,170,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,1,0.103030303,0.944444444,1,S,1
114,HD,8,8,TX,0,4,A,40614,40617,40497,NA,1658,12,3,0.706,40227,40406,2,1,40227,C,Houston,10,PUBLIC,1,6,8,1450,L,0.235,0,East Coast,EXISTING,17,18,1658,1,40422,40422,192,192,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.011724138,0.944444444,1,L,1
115,HD,8,8,TX,0,4,A,40614,40617,40466,NA,1463,5,5,0.357,40206,40417,5,2,40206,C,Dallas,10,PUBLIC,1,6,8,995,I,0.071,0,East Coast,EXISTING,14,16,1463,1,40437,40437,177,177,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.014070352,0.875,2,L,1
116,HD,8,8,TN,0,4,A,40614,40617,40452,NA,1299,6,7,0.857,40308,40417,9,1,40309,B,Other,10,PUBLIC,1,6,8,923,O,0.143,0,East Coast,NEW,7,8,1299,1,40449,40449,165,165,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.007583965,0.875,1,L,1
117,HD,6,8,TX,0,4,A,40614,40617,40466,NA,1703,3,2,0.6,40248,40443,4,1,40247,B,Houston,10,PUBLIC,1,6,8,996,D,0.2,0,East Coast,EXISTING,5,6,1703,1,40449,40449,165,165,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.00502008,0.833333333,1,L,1
118,HD,8,8,TX,0,4,A,40614,40617,40459,NA,1467,18,1,0.75,40238,40416,2,1,40236,B,Houston,10,PUBLIC,1,6,8,1249,L,0.208,0,East Coast,EXISTING,24,25,1467,1,40422,40422,192,192,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.019215372,0.96,1,L,1
119,HD,7,7,IA,0,4,A,40614,40617,40452,FR,1299,32,2,0.525,40294,40392,2,6,40285,A,Other,10,PUBLIC,1,6,8,760,O,0.279,0,East Coast,NEW,61,67,1299,1,40325,40325,289,289,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.080263158,0.910447761,6,M-L,1
120,HD,6,8,TX,0,4,A,40614,40617,40481,NA,1738,2,2,0.5,40291,40291,3,1,40289,C,Houston,10,PUBLIC,1,6,8,900,E,0.5,0,East Coast,NEW,4,5,1738,2,40309,40429,305,185,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.004444444,0.8,1,L,0
121,HD,8,8,TX,0,4,A,40614,40617,40452,NA,1637,13,3,0.722,40225,40414,3,2,40226,B,Houston,10,PUBLIC,1,6,8,547,P,0.167,0,East Coast,EXISTING,18,20,1637,1,40441,40441,173,173,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.032906764,0.9,2,S-M,1
122,HD,7,8,AZ,0,4,A,40614,40617,40452,NA,1624,9,5,0.692,40304,40409,7,2,40256,C,Other,5,PUBLIC,1,K,8,1266,I,0,0,East Coast,EXISTING,13,15,1624,2,40316,40421,298,193,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0,0.010268562,0.866666667,2,L,1
123,HD,5,6,TX,1,4,A,40614,40617,40466,NA,1435,37,7,0.804,40312,40409,9,3,40312,,Houston,5,CHD,1,1,12,675,A,0.217,0,East Coast,EXISTING,46,49,1435,1,40437,40437,177,177,Elementary,Middle,Elementary->Middle,March,Elementary,High,Elementary->High,H,0,0.068148148,0.93877551,3,M-L,0
124,HD,8,8,TX,0,4,A,40614,40617,40466,NA,1650,13,2,0.565,40220,40429,4,2,40213,C,Houston,10,PUBLIC,1,6,8,919,H,0.174,0,East Coast,EXISTING,23,25,1650,2,40323,40430,291,184,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.025027203,0.92,2,L,1
125,HD,8,8,TN,0,4,A,40614,40617,40452,NA,1560,10,1,0.833,40252,40401,1,1,40248,B,Other,5,PUBLIC,1,6,8,900,Q,0.25,0,East Coast,EXISTING,12,13,1560,2,40318,40444,296,170,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.013333333,0.923076923,1,L,1
126,HD,7,8,AZ,0,4,A,40614,40617,40480,NA,1677,7,6,0.539,NA,40399,6,1,40397,C,Other,5,PUBLIC,1,K,8,875,N,0.154,0,East Coast,NEW,13,14,1677,1,40407,40407,207,207,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0,0.014857143,0.928571429,1,L,1
127,HD,8,8,KS,0,4,A,40614,40618,40487,NA,1733,9,1,0.75,40303,40438,1,4,40297,A,Other,5,PUBLIC,1,7,8,638,O,0.417,0,East Coast,EXISTING,12,16,1733,1,40449,40449,165,165,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.018808777,0.75,4,M-L,1
128,HD,8,8,TX,0,5,A,40614,40618,40466,FR,1853,11,3,0.647,40233,40417,3,2,40229,B,Houston,10,PUBLIC,1,6,8,1318,P,0.294,0,East Coast,EXISTING,17,19,1853,1,40435,40435,179,179,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.012898331,0.894736842,2,L,1
129,HD,7,8,AZ,1,5,A,40614,40618,40473,NA,1859,22,10,0.647,NA,40366,12,2,40367,B,Other,5,PUBLIC,1,6,8,743,J,0.177,0,East Coast,NEW,34,36,1859,1,40409,40409,205,205,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.045760431,0.944444444,2,M-L,0
130,HD,7,8,TX,0,5,A,40614,40618,40481,NA,1668,23,4,0.677,40283,40402,5,4,40246,C,Dallas,10,PUBLIC,1,7,8,220,D,0.177,0,East Coast,EXISTING,34,38,1668,2,40316,40421,298,193,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.154545455,0.894736842,4,S,0
131,HD,8,8,TX,0,5,A,40614,40618,40483,NA,1891,7,0,0.583,40291,40291,1,1,40288,A,Houston,10,PUBLIC,1,7,8,429,N,0.083,0,East Coast,NEW,12,13,1891,1,40311,40311,303,303,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.027972028,0.923076923,1,S-M,0
132,HD,8,8,NM,0,5,A,40614,40618,40483,NA,2021,4,1,0.5,40277,40399,9,2,40276,C,Other,10,PUBLIC,1,6,8,509,B,0,0,East Coast,EXISTING,8,10,2021,1,40421,40421,193,193,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.015717092,0.8,2,S-M,1
133,HD,8,8,TX,0,5,A,40614,40618,40466,NA,1781,20,2,0.769,40263,40416,2,2,40263,,Houston,5,CHD,1,PK,12,717,I,0.385,0,East Coast,EXISTING,26,28,1781,2,40295,40430,319,184,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.036262204,0.928571429,2,M-L,1
134,HC,8,8,TX,0,5,A,40614,40618,40494,NA,2058,19,9,0.633,40280,40415,8,3,40277,B,Houston,10,PUBLIC,1,6,8,1514,Q,0.3,0,East Coast,EXISTING,30,33,2058,1,40450,40450,164,164,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.019815059,0.909090909,3,L,1
135,HD,8,8,TX,0,5,A,40614,40618,40441,FR,1826,5,8,0.227,40308,40407,14,6,40306,B,Dallas,10,PUBLIC,1,6,8,239,M,0.318,0,East Coast,NEW,22,28,1826,2,40321,40414,293,200,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.092050209,0.785714286,6,S,0
136,HD,8,8,TX,0,5,A,40614,40618,40485,NA,1861,4,1,0.5,40465,40465,4,1,40444,B,Houston,10,PUBLIC,1,6,8,947,O,0.125,0,East Coast,NEW,8,9,1861,1,40463,40463,151,151,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.00844773,0.888888889,1,L,0
137,HD,8,8,TX,0,5,A,40614,40619,40473,NA,1887,7,3,0.778,40277,40410,3,1,40268,B,Houston,5,PUBLIC,1,7,8,1077,M,0.222,0,East Coast,EXISTING,9,10,1887,1,40435,40435,179,179,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.008356546,0.9,1,L,1
138,HC,8,8,NM,0,6,A,40614,40619,40466,FR,2265,38,6,0.559,40284,40416,9,8,40282,C,Other,10,PUBLIC,1,6,8,625,I,0.118,0,East Coast,EXISTING,68,76,2265,1,40422,40422,192,192,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.1088,0.894736842,8,M-L,1
139,HC,8,8,AZ,0,5,A,40614,40619,40459,NA,1998,11,2,0.786,NA,40417,2,2,40418,A,Other,3,PUBLIC,1,6,8,449,P4,0.286,0,East Coast,NEW,14,16,1998,2,40435,40443,179,171,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.031180401,0.875,2,S-M,1
140,HD,7,8,AZ,0,6,A,40614,40619,40455,NA,2153,6,3,0.857,40219,40417,5,1,40204,B,Other,5,PUBLIC,1,7,8,783,O,0.143,0,East Coast,EXISTING,7,8,2153,2,40331,40421,283,193,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.008939974,0.875,1,M-L,1
141,HC,9,12,CA,0,5,A,40614,40619,40466,NA,2008,3,1,0.273,NA,40420,2,2,40374,B,Southern California,8,PUBLIC,0,9,9,740,L,0,0,East Coast,EXISTING,11,13,2008,0,NA,NA,NA,NA,High,High,High->High,March,High,High,High->High,H,0,0.014864865,0.846153846,2,M-L,1
142,HD,8,8,FL,0,6,B,40614,40619,40482,NA,1284,30,6,0.625,40260,40421,9,8,40212,B,Other,10,PUBLIC,1,6,8,1305,K,0.271,0,East Coast,EXISTING,48,56,1284,2,40295,40448,319,166,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.036781609,0.857142857,8,L,1
143,HD,8,8,TX,0,6,A,40614,40619,40466,NA,1999,7,3,0.467,40263,40422,3,1,40263,A,Houston,5,PUBLIC,1,6,8,1032,P,0.133,0,East Coast,EXISTING,15,16,1999,1,40448,40448,166,166,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.014534884,0.9375,1,L,1
144,SC,7,8,TX,0,7,A,40614,40620,40482,NA,2298,11,1,0.688,40303,40421,2,3,40282,B,Dallas,7,PUBLIC,1,7,8,497,E,0.375,0,Costa Rica,EXISTING,16,19,2298,2,40301,40441,313,173,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,0,0.032193159,0.842105263,3,S-M,1
145,HD,8,8,HI,0,6,A,40614,40620,40480,NA,2485,5,1,0.313,40276,40396,3,2,40263,E,Other,5,PUBLIC,1,6,8,650,O,0.125,0,East Coast,EXISTING,16,18,2485,2,40296,40415,318,199,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.024615385,0.888888889,2,M-L,1
146,IC,NA,NA,KS,0,8,A,40614,40621,40451,NA,3129,0,0,0,40296,40406,1,1,40290,A,Other,8,PUBLIC,1,9,12,650,N,0.2,0,International,NEW,10,11,3129,1,40316,40316,298,298,Undefined,Undefined,Undefined->Undefined,March,High,High,High->High,I,0,0.015384615,0.909090909,1,M-L,0
147,HD,8,8,TX,0,8,A,40614,40621,40456,NA,2070,54,11,0.643,40200,40399,10,10,40200,C,Dallas,10,PUBLIC,1,6,8,767,D,0.238,0,East Coast,EXISTING,84,94,2070,1,40437,40437,177,177,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.109517601,0.893617021,10,M-L,1
148,HD,6,8,TX,0,4,A,40615,40618,40452,NA,1593,4,1,0.571,40247,40421,4,1,40243,C,Houston,10,PUBLIC,1,6,8,1360,K,0.143,0,East Coast,EXISTING,7,8,1593,2,40437,40451,178,164,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.005147059,0.875,1,L,0
149,HD,8,8,TX,0,4,A,40615,40618,40470,FR,1508,21,3,0.636,40234,40417,10,3,40228,,Dallas,7,CHD,1,,NA,,,0.152,0,East Coast,EXISTING,33,36,1508,1,40429,40429,186,186,Middle,Middle,Middle->Middle,March,Undefined,Undefined,Undefined->Undefined,H,1,NA,0.916666667,3,,1
150,HD,8,8,TX,0,4,A,40615,40618,40494,NA,1591,27,13,0.563,40246,40402,14,6,40236,C,Dallas,10,PUBLIC,1,6,8,487,C,0.271,0,East Coast,EXISTING,48,54,1591,1,40422,40422,193,193,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.098562628,0.888888889,6,S-M,1
151,HD,8,8,TX,0,4,A,40615,40618,40469,FR,1508,32,10,0.681,40247,40416,12,3,40228,C,Dallas,10,PUBLIC,1,6,8,767,D,0.149,0,East Coast,EXISTING,47,50,1508,1,40428,40428,187,187,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.061277705,0.94,3,M-L,1
152,HD,7,8,TX,1,4,A,40615,40618,40497,FR,1718,16,0,0.667,40288,40445,1,2,40285,B,Dallas,10,PUBLIC,1,6,8,475,J,0.125,0,East Coast,EXISTING,24,26,1718,1,40454,40454,161,161,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.050526316,0.923076923,2,S-M,0
153,HD,7,8,TX,1,4,A,40615,40618,40494,NA,1585,25,4,0.781,40212,40410,6,3,40213,B,Dallas,10,PUBLIC,1,6,8,772,L,0.188,0,East Coast,EXISTING,32,35,1585,1,40444,40444,171,171,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.041450777,0.914285714,3,M-L,0
154,HD,8,8,KS,0,4,A,40615,40618,40466,NA,1606,5,4,0.625,40298,40429,4,1,40298,B,Other,10,PUBLIC,1,7,8,550,I,0.25,0,East Coast,EXISTING,8,9,1606,1,40434,40434,181,181,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.014545455,0.888888889,1,S-M,1
155,HD,8,8,TX,0,4,A,40615,40618,40470,FR,1508,11,1,0.611,40234,40417,2,1,40228,C,Dallas,10,CHD,1,6,8,,H,0.222,0,East Coast,EXISTING,18,19,1508,1,40429,40429,186,186,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,NA,0.947368421,1,,1
156,HD,8,8,TX,0,4,A,40615,40618,40470,FR,1508,13,3,0.482,40234,40417,4,5,40228,,Dallas,5,CHD,1,6,8,,H,0.185,0,East Coast,EXISTING,27,32,1508,1,40429,40429,186,186,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,NA,0.84375,5,,1
157,CD,8,8,TX,0,4,A,40615,40618,40466,NA,1520,45,3,0.818,40217,40414,5,3,40213,,Houston,5,CHD,0,PK,12,750,N,0.236,0,East Coast,EXISTING,55,58,1520,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,High,PK->High,C,1,0.073333333,0.948275862,3,M-L,1
