ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
468,1.05,Ideal,G,SI1,EX,VG,GIA,5361
469,1,Very Good,F,SI1,VG,VG,GIA,4961
470,1,Good,F,VS2,VG,G,GIA,6284
471,0.83,Very Good,E,SI1,EX,EX,GIA,3002
472,2.04,Very Good,I,SI1,VG,G,GIA,15412
473,0.75,Ideal,H,SI1,VG,VG,GIA,2523
474,1.53,Signature-Ideal,D,VS1,ID,ID,AGSL,21331
475,1.5,Very Good,F,SI1,ID,ID,AGSL,11096
476,2.04,Very Good,D,VS2,EX,VG,GIA,28578
477,1.1,Very Good,I,SI1,G,G,GIA,4583
478,0.92,Good,I,SI1,VG,VG,GIA,3122
479,0.9,Very Good,D,VVS2,VG,EX,GIA,6924
480,1.2,Signature-Ideal,E,VVS1,EX,EX,GIA,16256
481,0.81,Ideal,E,VVS1,EX,EX,GIA,5752
482,1.09,Ideal,F,IF,G,G,GIA,11888
483,1,Very Good,I,SI1,VG,VG,GIA,4095
484,1.5,Good,G,SI1,EX,VG,GIA,10271
485,1.04,Signature-Ideal,G,VS1,ID,ID,AGSL,7951
486,1.04,Ideal,G,VS2,VG,EX,GIA,6955
487,1.01,Very Good,G,VS2,G,VG,GIA,5696
488,2.13,Ideal,I,VS1,EX,VG,GIA,19058
489,1.11,Ideal,D,VS1,VG,EX,GIA,9315
490,2.07,Ideal,H,VS2,ID,ID,AGSL,20842
491,1.03,Ideal,G,VS2,EX,EX,GIA,7726
492,1.3,Ideal,H,VS2,EX,EX,GIA,8196
493,1.13,Ideal,G,SI1,EX,EX,GIA,6133
494,0.76,Ideal,E,VS2,VG,EX,GIA,3864
495,1.01,Very Good,D,SI1,EX,EX,GIA,5622
496,0.83,Very Good,E,SI1,G,G,AGSL,3295
497,1.04,Ideal,I,SI1,VG,VG,GIA,4484
498,1.75,Ideal,G,VS1,VG,VG,GIA,18851
499,1.01,Good,E,VS2,EX,VG,GIA,6132
500,0.79,Ideal,I,SI1,EX,VG,GIA,2442
501,0.86,Ideal,I,VS1,EX,EX,GIA,3122
502,2.56,Ideal,H,SI1,EX,EX,GIA,24975
503,2,Ideal,G,VS1,G,G,GIA,26049
504,0.77,Fair,F,VS1,G,G,AGSL,3031
505,0.9,Very Good,E,SI1,EX,VG,GIA,4239
506,1.02,Very Good,D,SI1,EX,G,GIA,5291
507,1.22,Very Good,I,VS2,VG,VG,GIA,5979
508,2.37,Very Good,H,VS1,VG,VG,GIA,25451
509,0.77,Very Good,G,VS2,EX,EX,GIA,3124
510,1,Good,H,VS1,VG,VG,GIA,5743
511,1.01,Very Good,G,VS1,EX,EX,GIA,6936
512,1.03,Very Good,F,SI1,VG,VG,GIA,5241
513,0.9,Good,D,SI1,VG,VG,GIA,4579
514,1.16,Ideal,F,VS1,EX,EX,GIA,9004
515,2.36,Very Good,D,VS2,G,VG,GIA,30867
516,1.22,Very Good,G,VS2,G,G,GIA,8377
517,1.01,Ideal,G,VS2,EX,EX,GIA,6734
518,1.06,Very Good,E,SI1,VG,VG,GIA,5328
519,2.47,Ideal,I,VS1,ID,ID,AGSL,24667
520,2.24,Ideal,I,VS1,EX,EX,GIA,20906
521,1.01,Good,G,SI1,EX,VG,AGSL,5073
522,1.01,Fair,G,SI1,VG,G,GIA,4646
523,1.2,Very Good,E,SI1,G,VG,GIA,6809
524,1.66,Ideal,G,VVS2,ID,ID,AGSL,16893
525,1.03,Ideal,I,VS1,ID,ID,AGSL,5181
526,0.94,Good,H,SI1,VG,G,GIA,3528
527,2.08,Ideal,H,VS2,EX,EX,GIA,22434
528,0.9,Good,F,SI1,VG,VG,GIA,3842
529,1.51,Ideal,I,VS2,EX,VG,AGSL,9090
530,1.5,Very Good,I,VS2,VG,VG,GIA,9118
531,0.77,Very Good,G,VS1,VG,G,GIA,2986
532,1.71,Ideal,D,IF,VG,VG,GIA,39027
533,1.02,Good,G,IF,EX,G,GIA,8215
534,1.51,Good,I,VS1,G,VG,GIA,9581
535,0.9,Fair,E,SI1,EX,EX,GIA,4034
536,1.7,Very Good,G,VS2,G,G,GIA,15767
537,1.32,Very Good,H,SI1,VG,VG,GIA,7389
538,0.91,Very Good,F,SI1,VG,G,GIA,4049
539,1.02,Ideal,G,VS2,VG,VG,GIA,6845
540,1,Very Good,D,SI1,VG,VG,GIA,5755
541,1.59,Ideal,D,SI1,EX,VG,GIA,13600
542,2.02,Good,I,VS1,VG,G,GIA,17470
543,2.01,Very Good,H,VS1,G,G,GIA,20940
544,2.01,Very Good,G,SI1,EX,VG,GIA,19347
545,1.22,Signature-Ideal,G,VS1,EX,EX,GIA,10572
546,2.01,Good,D,VS1,G,G,GIA,35992
547,1.01,Very Good,E,IF,VG,VG,GIA,11042
548,0.9,Ideal,I,VS1,ID,ID,AGSL,4093
549,1.64,Ideal,F,VS2,ID,ID,AGSL,15458
550,1.01,Very Good,G,VS2,VG,VG,GIA,5777
551,1.22,Ideal,H,VVS2,ID,ID,AGSL,8014
552,1.52,Ideal,H,VS2,ID,ID,AGSL,11896
553,1.58,Ideal,G,IF,EX,VG,GIA,17329
554,2.53,Good,H,SI1,VG,VG,GIA,24795
555,1.5,Ideal,D,SI1,VG,VG,GIA,12206
556,1.01,Very Good,F,SI1,G,VG,GIA,5107
557,2.02,Very Good,G,VS1,G,G,GIA,28469
558,2.09,Ideal,D,VS1,ID,ID,AGSL,40503
559,2.02,Ideal,I,VVS2,EX,EX,GIA,22984
560,1.2,Ideal,E,VS2,EX,VG,GIA,7966
561,2.5,Very Good,F,VS2,VG,G,GIA,40046
562,1.51,Ideal,E,VVS1,EX,VG,GIA,24608
563,2.08,Very Good,H,VS2,EX,VG,GIA,20379
564,1.12,Very Good,I,VS2,G,VG,GIA,4914
565,1.54,Ideal,I,VS2,VG,EX,GIA,9600
566,1.04,Ideal,G,VVS2,ID,ID,AGSL,8207
567,1,Fair,E,SI1,VG,G,GIA,4844
568,1.01,Ideal,G,VS2,EX,EX,GIA,6587
569,1.08,Signature-Ideal,H,SI1,ID,ID,AGSL,6426
570,0.9,Good,F,VVS2,EX,VG,GIA,5480
571,1.5,Very Good,E,VS2,VG,EX,GIA,14592
572,1.06,Very Good,H,SI1,G,VG,GIA,4878
573,1.03,Very Good,F,VS2,VG,VG,GIA,6809
574,1.12,Signature-Ideal,G,VS2,EX,EX,GIA,8189
575,1.03,Very Good,G,VS1,VG,VG,GIA,6487
576,1.02,Very Good,E,IF,VG,G,GIA,10029
577,2.05,Very Good,G,VS1,EX,EX,GIA,27181
578,0.9,Fair,H,VVS2,VG,G,GIA,4447
579,0.91,Very Good,H,SI1,VG,VG,GIA,3710
580,0.79,Very Good,D,SI1,G,VG,GIA,3432
581,2.14,Ideal,G,VVS1,EX,EX,GIA,33956
582,2.11,Ideal,F,VS2,EX,EX,GIA,31200
583,1.01,Very Good,F,SI1,EX,VG,GIA,5886
584,1.5,Very Good,H,VVS2,EX,EX,GIA,11052
585,1.04,Ideal,H,VVS2,EX,EX,GIA,6990
586,2.02,Good,F,VVS1,VG,VG,GIA,37083
587,1.6,Ideal,G,VVS2,VG,EX,GIA,16575
588,1.05,Ideal,G,VVS2,EX,EX,GIA,8436
589,1.12,Ideal,H,VS1,VG,EX,GIA,6309
590,1.03,Very Good,D,VS1,VG,VG,GIA,8437
591,0.9,Fair,D,SI1,EX,EX,GIA,4537
592,2.02,Very Good,E,VVS1,VG,VG,GIA,46666
593,1.21,Ideal,D,VVS2,VG,VG,GIA,14691
594,1.06,Ideal,F,VVS2,ID,ID,AGSL,9547
595,1.09,Very Good,D,SI1,VG,VG,GIA,6438
596,0.9,Good,I,VVS1,EX,EX,GIA,3972
597,1.12,Ideal,G,VS1,EX,EX,GIA,8394
598,1.3,Ideal,G,IF,VG,VG,GIA,12098
599,2.03,Very Good,I,SI1,EX,EX,GIA,16693
600,1.01,Very Good,H,VS2,VG,VG,GIA,5967
601,2.02,Good,F,VS1,VG,VG,GIA,25804
602,0.93,Very Good,G,SI1,VG,EX,GIA,4513
603,1.27,Ideal,I,VS2,EX,VG,GIA,6118
604,1.06,Ideal,D,VS2,EX,EX,GIA,8143
605,1.1,Very Good,H,VS2,VG,VG,GIA,5817
606,1.72,Very Good,F,VS2,VG,G,GIA,17578
607,1.51,Very Good,F,VVS2,VG,VG,GIA,16716
608,0.76,Ideal,I,VS2,EX,EX,GIA,3577
609,1.02,Ideal,H,VS2,EX,VG,GIA,5934
610,1.5,Very Good,I,VS2,VG,G,GIA,9250
611,0.91,Ideal,G,SI1,EX,EX,GIA,4922
612,1,Good,H,VS1,EX,G,GIA,5625
613,0.77,Ideal,H,VS2,EX,EX,GIA,3996
614,1.21,Ideal,F,VVS1,VG,VG,GIA,12230
615,1,Good,F,IF,G,G,GIA,8903
616,1.26,Good,E,VVS1,VG,VG,GIA,11452
617,0.77,Very Good,D,SI1,VG,EX,GIA,3166
618,1.56,Ideal,G,VS2,ID,ID,AGSL,13628
619,1.62,Ideal,G,VS2,ID,ID,AGSL,14777
620,1.14,Ideal,F,VVS2,VG,EX,GIA,10602
621,2.15,Ideal,G,VS2,EX,EX,GIA,28837
622,1,Very Good,F,VS1,EX,EX,GIA,7350
623,1.2,Very Good,H,VS2,VG,EX,GIA,6591
624,0.9,Very Good,H,VVS2,EX,VG,GIA,4637
625,2.01,Ideal,F,SI1,EX,EX,GIA,22373
626,1.1,Ideal,H,SI1,G,G,GIA,5370
627,1.5,Very Good,I,SI1,EX,VG,GIA,8695
628,1,Good,D,SI1,VG,G,GIA,5546
629,1.02,Very Good,F,VS2,VG,VG,GIA,6407
630,1.52,Good,G,VS1,VG,G,GIA,13155
631,0.9,Very Good,H,VS2,EX,VG,GIA,4588
632,1.24,Ideal,H,VS1,EX,EX,GIA,10006
633,1.52,Ideal,F,VVS2,EX,VG,GIA,17914
634,1.07,Signature-Ideal,G,VS1,ID,ID,AGSL,8456
635,0.81,Ideal,E,SI1,VG,G,GIA,3413
636,2.03,Ideal,H,VS1,EX,EX,GIA,26148
637,2.62,Ideal,I,VVS1,EX,EX,GIA,31254
638,1.21,Good,I,SI1,G,VG,GIA,5452
639,2.03,Very Good,F,IF,VG,VG,GIA,39605
640,1.58,Signature-Ideal,I,SI1,ID,ID,AGSL,11110
641,1.06,Ideal,D,VVS2,EX,EX,GIA,11837
642,2.01,Very Good,G,VVS2,EX,EX,GIA,27136
643,0.9,Very Good,D,VS1,VG,G,GIA,5331
644,1.24,Very Good,I,VS2,VG,VG,GIA,6134
645,1.07,Ideal,F,VS2,VG,VG,GIA,7441
646,1.01,Good,H,SI1,VG,VG,GIA,4553
647,2.68,Ideal,I,SI1,ID,ID,AGSL,23354
648,1.01,Ideal,D,VVS1,EX,EX,GIA,12065
649,1.11,Signature-Ideal,I,VS2,ID,ID,AGSL,6395
650,1.05,Signature-Ideal,I,VS2,EX,EX,GIA,5697
651,1.28,Very Good,G,VVS1,ID,ID,AGSL,11214
652,1.01,Ideal,F,VS2,ID,ID,AGSL,7014
653,1.22,Ideal,G,SI1,VG,VG,GIA,6867
654,1.2,Ideal,G,VS2,ID,ID,AGSL,8040
655,1.11,Ideal,I,SI1,VG,VG,GIA,4709
656,0.76,Very Good,E,VVS2,VG,VG,GIA,3891
657,1.19,Very Good,G,VS1,G,G,GIA,7989
658,1.14,Ideal,I,SI1,ID,ID,AGSL,5158
659,0.82,Good,G,SI1,EX,VG,AGSL,2840
660,1.2,Good,I,VS1,VG,VG,GIA,6192
661,2.23,Ideal,D,VS1,EX,EX,GIA,41823
662,1.01,Very Good,F,VS2,VG,G,GIA,6083
663,1.4,Ideal,G,VVS1,EX,EX,GIA,15134
664,2.02,Very Good,E,VS2,EX,G,GIA,28648
665,1.19,Very Good,E,SI1,VG,VG,GIA,5956
666,2.02,Ideal,H,SI1,VG,VG,GIA,17392
667,1.16,Very Good,G,VVS2,EX,VG,GIA,8361
668,1.3,Very Good,I,SI1,G,EX,GIA,6446
669,0.81,Ideal,G,VVS1,EX,EX,GIA,4493
670,2.17,Very Good,H,VS1,EX,EX,AGSL,24600
671,1.51,Very Good,H,VS1,VG,VG,GIA,12546
672,1.53,Signature-Ideal,H,SI1,EX,EX,GIA,12093
673,1.07,Ideal,F,SI1,EX,EX,GIA,7286
674,2.01,Very Good,F,VVS2,EX,ID,AGSL,33665
675,1.15,Ideal,H,SI1,VG,VG,GIA,5372
676,2.08,Very Good,I,VS1,VG,G,GIA,19781
677,2.01,Good,G,VS1,VG,G,GIA,25796
678,1.35,Ideal,H,VVS1,EX,EX,GIA,10639
679,2.08,Ideal,H,VS1,EX,EX,GIA,25210
680,2.09,Very Good,E,VVS2,VG,VG,GIA,38484
681,1.14,Ideal,F,VS1,EX,EX,GIA,9074
682,0.91,Very Good,H,VS1,VG,VG,GIA,4370
683,1.5,Fair,I,VS2,VG,G,GIA,8999
684,0.81,Very Good,G,VS1,VG,VG,GIA,3544
685,2,Good,E,SI1,VG,G,GIA,20000
686,0.82,Ideal,D,SI1,EX,EX,GIA,4113
687,1.02,Ideal,G,VVS2,VG,VG,GIA,8335
688,1.03,Ideal,E,VS1,EX,EX,GIA,8284
689,1.29,Very Good,G,VVS2,EX,VG,GIA,10565
690,1.22,Ideal,I,SI1,EX,EX,GIA,6398
691,2.07,Very Good,G,SI1,EX,EX,GIA,18945
692,1.06,Ideal,D,SI1,EX,VG,GIA,6062
693,2.64,Ideal,G,VS2,VG,EX,GIA,35856
694,2.32,Ideal,G,VS1,VG,EX,GIA,32502
695,1.14,Ideal,E,VS1,ID,ID,AGSL,9079
696,1.5,Very Good,H,SI1,EX,VG,GIA,9987
697,0.78,Ideal,I,VS2,VG,VG,GIA,2652
698,0.9,Fair,E,SI1,EX,VG,GIA,4220
699,1.02,Very Good,G,VVS2,EX,VG,GIA,7724
700,1.04,Ideal,F,SI1,G,G,GIA,5145
701,1.01,Ideal,F,SI1,VG,VG,GIA,5812
702,1.5,Very Good,H,VS1,EX,VG,GIA,12723
703,0.91,Ideal,F,VS2,VG,VG,GIA,5261
704,0.91,Very Good,D,SI1,VG,VG,GIA,4523
705,1.03,Ideal,G,VS1,ID,ID,AGSL,7119
706,1.11,Ideal,F,VS2,EX,EX,GIA,7473
707,2.08,Very Good,H,SI1,G,G,GIA,17469
708,0.83,Very Good,D,SI1,VG,VG,GIA,3515
709,0.94,Very Good,G,VS2,VG,G,AGSL,4488
710,1.17,Ideal,H,VS2,VG,EX,GIA,6324
711,1.69,Ideal,G,SI1,EX,EX,GIA,13534
712,0.83,Signature-Ideal,F,SI1,EX,EX,GIA,4009
713,1,Good,F,VVS1,G,G,GIA,8401
714,0.76,Very Good,D,VVS2,VG,VG,GIA,4125
715,1.04,Signature-Ideal,D,VS1,ID,ID,AGSL,10625
716,1.21,Very Good,I,VVS2,VG,VG,GIA,6679
717,1.3,Very Good,E,VVS2,EX,EX,GIA,13329
718,1.61,Good,F,SI1,VG,VG,GIA,11422
719,2.02,Good,H,VS2,EX,VG,GIA,19940
720,1.01,Very Good,G,VVS2,EX,EX,GIA,7439
721,0.91,Ideal,I,VS2,ID,ID,AGSL,4199
722,2,Good,H,VS2,VG,G,GIA,20688
723,1.63,Signature-Ideal,H,VS1,EX,EX,GIA,14261
724,1.54,Ideal,F,SI1,ID,ID,AGSL,12227
725,1.01,Ideal,F,SI1,EX,EX,GIA,5582
726,0.75,Very Good,E,VVS1,EX,VG,GIA,4889
727,2.17,Very Good,F,VS1,VG,VG,GIA,35522
728,1.72,Ideal,D,IF,EX,VG,GIA,38080
729,1.03,Ideal,E,SI1,EX,VG,GIA,5411
730,2.28,Ideal,F,VS2,EX,EX,GIA,35588
731,1.08,Ideal,G,VS2,G,G,GIA,6855
732,1.41,Very Good,F,VS2,VG,G,GIA,11298
733,1.27,Very Good,I,SI1,G,VG,GIA,5953
734,1.21,Very Good,I,SI1,EX,VG,GIA,5245
735,1.03,Good,D,SI1,G,VG,GIA,5526
736,0.75,Fair,G,VS2,VG,VG,GIA,2967
737,1.04,Ideal,G,VS2,EX,EX,GIA,6529
738,0.77,Very Good,H,SI1,VG,VG,GIA,2830
739,1.14,Ideal,F,VS2,ID,ID,AGSL,8017
740,2,Ideal,G,VS1,EX,EX,GIA,27835
741,1.02,Very Good,E,SI1,G,G,GIA,4813
742,1.05,Ideal,F,VS2,EX,EX,GIA,7639
743,2.01,Very Good,G,VS1,VG,VG,GIA,21524
744,2.01,Good,H,SI1,EX,VG,GIA,16737
745,1.34,Very Good,G,VS1,VG,VG,GIA,10197
746,1.16,Ideal,F,VS2,VG,VG,GIA,9432
747,1.29,Ideal,H,SI1,VG,EX,GIA,7513
748,0.87,Signature-Ideal,F,SI1,ID,ID,AGSL,4188
749,1.23,Ideal,I,SI1,ID,ID,AGSL,5840
750,1.1,Signature-Ideal,D,VS1,ID,ID,AGSL,11227
751,2.01,Ideal,G,VS2,EX,VG,GIA,26069
752,1.05,Very Good,H,VS2,VG,EX,GIA,5236
753,0.9,Ideal,H,VVS2,EX,VG,GIA,4770
754,1.01,Ideal,H,SI1,ID,ID,AGSL,5387
755,2.46,Very Good,I,SI1,EX,EX,AGSL,21865
756,1.11,Good,F,SI1,EX,VG,GIA,5602
757,2.54,Very Good,H,VS2,EX,EX,GIA,30286
758,1.25,Ideal,D,VS1,EX,VG,GIA,10441
759,0.77,Very Good,F,VS1,VG,G,GIA,3350
760,1.61,Ideal,I,VS2,EX,VG,GIA,11826
761,1.21,Very Good,H,VS1,EX,VG,GIA,7610
762,0.8,Ideal,I,VS1,VG,EX,GIA,2906
763,0.91,Very Good,D,VS2,G,EX,GIA,5034
764,0.9,Very Good,I,VS2,VG,G,GIA,3443
765,1.04,Very Good,H,SI1,VG,G,GIA,4791
766,2.03,Good,I,SI1,G,G,GIA,15339
767,1,Very Good,F,VVS2,EX,VG,GIA,8555
768,1.51,Good,I,VS1,EX,VG,GIA,8975
769,1.04,Very Good,F,IF,EX,G,GIA,10161
770,1.15,Very Good,F,SI1,ID,EX,AGSL,6110
771,1.03,Very Good,G,IF,EX,VG,GIA,8601
772,0.9,Very Good,I,SI1,VG,VG,GIA,3327
773,1,Ideal,F,SI1,EX,EX,GIA,5170
774,1.06,Ideal,E,VS2,VG,VG,GIA,7275
775,0.92,Ideal,I,SI1,VG,VG,GIA,3580
776,1,Good,F,VVS2,EX,VG,GIA,6937
777,1.57,Ideal,I,VS1,VG,EX,GIA,10209
778,2.36,Ideal,I,VS1,VG,VG,GIA,22441
779,1.25,Ideal,I,SI1,VG,VG,GIA,6206
780,1.18,Ideal,F,VVS2,VG,VG,GIA,11573
781,1.59,Ideal,H,SI1,VG,G,GIA,10832
782,1.2,Very Good,G,SI1,VG,EX,GIA,6287
783,1.58,Ideal,G,SI1,ID,ID,AGSL,12975
784,1.52,Good,D,SI1,VG,G,GIA,11731
785,1.06,Ideal,G,VVS2,VG,EX,GIA,8323
786,2.02,Ideal,D,IF,VG,VG,GIA,59282
787,0.97,Very Good,D,SI1,EX,G,GIA,5136
788,1.51,Ideal,F,VS2,EX,EX,GIA,16337
789,0.76,Very Good,E,SI1,EX,VG,GIA,2668
790,1.01,Very Good,F,VS1,EX,EX,GIA,7698
791,0.75,Ideal,G,VVS2,ID,ID,AGSL,3525
792,0.91,Very Good,E,SI1,VG,EX,GIA,4188
793,1.63,Signature-Ideal,H,SI1,ID,ID,AGSL,12910
794,1.01,Very Good,F,SI1,EX,EX,GIA,5220
795,1.65,Ideal,G,VS1,ID,ID,AGSL,15422
796,2.27,Ideal,H,VS1,EX,EX,GIA,26443
797,2.31,Ideal,I,VS2,ID,ID,AGSL,19872
798,0.9,Very Good,H,VS1,G,G,GIA,4063
799,2.55,Ideal,I,SI1,EX,EX,GIA,23255
800,1.4,Very Good,D,IF,VG,G,GIA,25266
801,0.89,Very Good,G,IF,VG,EX,GIA,5085
802,2.01,Ideal,G,SI1,EX,EX,GIA,21064
803,1.55,Ideal,F,SI1,VG,VG,GIA,12575
804,1.2,Very Good,G,VS1,VG,G,GIA,8812
805,0.92,Very Good,D,VS1,VG,VG,GIA,5330
806,1.13,Very Good,G,VS2,VG,VG,GIA,6812
807,1,Ideal,D,SI1,VG,VG,GIA,5639
808,2.08,Ideal,G,VS1,EX,EX,GIA,28990
809,1.02,Very Good,I,SI1,VG,VG,GIA,4102
810,1.07,Signature-Ideal,G,VS2,ID,ID,AGSL,7577
811,2.62,Ideal,D,VVS1,EX,EX,GIA,75630
812,1.01,Very Good,D,VS2,EX,EX,GIA,7278
813,1,Very Good,E,VS2,G,G,GIA,5978
814,2.04,Very Good,G,VS2,VG,VG,GIA,24886
815,1,Fair,E,SI1,VG,G,GIA,4798
816,1.02,Very Good,H,VS2,EX,VG,GIA,5571
817,1.32,Ideal,I,VS1,VG,EX,GIA,7095
818,0.9,Very Good,H,SI1,G,VG,GIA,3748
819,0.94,Very Good,G,VVS1,VG,VG,GIA,6088
820,1.23,Very Good,F,IF,EX,EX,GIA,14521
821,1.18,Very Good,G,VS1,G,VG,GIA,7666
822,1.01,Good,E,SI1,EX,G,GIA,4608
823,2.34,Signature-Ideal,F,IF,ID,ID,AGSL,59538
824,1.04,Ideal,E,SI1,EX,VG,GIA,5528
825,1.13,Ideal,I,VVS2,EX,EX,GIA,6246
826,0.81,Very Good,H,SI1,VG,VG,GIA,2936
827,2.7,Very Good,G,VS2,G,VG,GIA,35472
828,1.05,Ideal,H,SI1,ID,ID,AGSL,5407
829,0.91,Very Good,H,VS2,EX,EX,GIA,4012
830,0.92,Ideal,D,SI1,VG,EX,GIA,4561
831,1.68,Ideal,H,SI1,VG,VG,GIA,13375
832,2.17,Very Good,E,VS1,VG,G,GIA,34463
833,2.08,Very Good,F,VS2,EX,EX,GIA,28010
834,0.88,Ideal,I,SI1,EX,EX,GIA,3328
835,2.51,Very Good,I,SI1,VG,VG,GIA,21656
836,1.23,Good,I,SI1,EX,VG,GIA,5418
837,0.91,Ideal,I,VS2,VG,VG,GIA,3726
838,1.2,Very Good,G,VS2,VG,VG,GIA,8317
839,2.05,Very Good,G,SI1,VG,G,GIA,21384
840,1.54,Very Good,G,SI1,VG,VG,GIA,10526
841,1.01,Very Good,H,SI1,VG,G,GIA,4747
842,1.11,Ideal,G,VS1,EX,EX,GIA,7917
843,2.39,Very Good,G,VS2,VG,VG,GIA,32488
844,1.1,Signature-Ideal,I,VVS1,EX,EX,GIA,7468
845,0.94,Very Good,F,SI1,VG,VG,GIA,4518
846,2.01,Good,D,SI1,VG,VG,GIA,20065
847,1.51,Ideal,H,VS1,VG,VG,GIA,12291
848,1.29,Ideal,E,VVS2,VG,EX,GIA,13530
849,1,Good,G,SI1,VG,VG,GIA,4594
850,1.24,Signature-Ideal,G,VS1,ID,ID,AGSL,10946
851,2.03,Very Good,G,VS1,EX,EX,GIA,26702
852,1.63,Ideal,H,VVS2,EX,EX,GIA,14233
853,1.27,Ideal,I,VS2,EX,EX,GIA,6444
854,1.01,Ideal,G,VS1,ID,ID,AGSL,7290
855,0.9,Good,E,SI1,G,G,GIA,4054
856,0.82,Very Good,I,VS1,VG,G,AGSL,2583
857,1,Very Good,F,VS1,VG,VG,GIA,6883
858,1.07,Ideal,G,VS1,EX,EX,GIA,7406
859,0.9,Very Good,G,VS2,G,VG,GIA,4543
860,2.41,Ideal,H,SI1,VG,VG,GIA,19302
861,0.75,Good,E,SI1,VG,EX,GIA,2923
862,1.51,Very Good,E,VVS2,G,VG,GIA,17689
863,1.13,Signature-Ideal,G,SI1,ID,ID,AGSL,6970
864,1.04,Ideal,D,SI1,EX,EX,GIA,6112
865,1.08,Ideal,I,VS2,VG,VG,GIA,4785
866,0.9,Very Good,F,SI1,VG,G,GIA,4099
867,1.53,Ideal,I,VS1,VG,EX,GIA,11678
868,1.21,Very Good,G,VVS2,ID,ID,AGSL,9484
869,1.31,Ideal,D,SI1,VG,VG,GIA,9219
870,1.01,Very Good,G,SI1,VG,VG,GIA,4905
871,1.1,Very Good,F,VVS1,EX,EX,GIA,10701
872,1.06,Fair,G,SI1,G,G,GIA,4528
873,1.34,Ideal,G,VVS2,EX,EX,GIA,12008
874,1.12,Ideal,I,VVS2,ID,ID,AGSL,6317
875,1.15,Ideal,I,VS1,EX,EX,GIA,5930
876,2.08,Ideal,H,VS1,EX,EX,GIA,25720
877,1.19,Ideal,H,VVS2,EX,EX,GIA,7651
878,1.18,Very Good,I,SI1,G,VG,GIA,4664
879,1.03,Very Good,F,VS1,EX,VG,GIA,6733
880,0.75,Good,F,VS1,VG,G,AGSL,2953
881,1.09,Very Good,F,VS1,VG,EX,GIA,7598
882,0.79,Ideal,I,VS2,VG,VG,GIA,2687
883,1.51,Very Good,G,VVS2,EX,VG,GIA,14938
884,1.04,Ideal,I,SI1,EX,EX,GIA,4941
885,1.01,Very Good,F,VS2,VG,G,GIA,6204
886,1.05,Ideal,E,SI1,EX,ID,AGSL,6316
887,1.74,Very Good,F,VS2,VG,VG,GIA,18237
888,0.8,Very Good,G,SI1,G,G,GIA,3071
889,1.28,Ideal,I,VS1,ID,ID,AGSL,6984
890,2.01,Very Good,E,VS2,EX,VG,GIA,26484
891,1.18,Very Good,D,SI1,G,G,GIA,6261
892,1.5,Very Good,I,SI1,VG,G,GIA,8291
893,1.27,Very Good,I,VS1,G,G,GIA,7031
894,2,Very Good,I,SI1,VG,VG,GIA,14541
895,1.01,Good,F,VS1,G,VG,GIA,6515
896,0.9,Fair,D,SI1,EX,G,GIA,4291
897,1.06,Very Good,I,VS1,G,G,AGSL,5293
898,1.04,Ideal,H,SI1,G,EX,GIA,4801
899,1.52,Very Good,F,VS2,EX,EX,GIA,14066
900,1.5,Very Good,I,SI1,EX,EX,GIA,12022
901,1.01,Ideal,H,SI1,VG,VG,GIA,4943
902,1.51,Ideal,I,VS1,EX,EX,AGSL,9966
903,1.51,Fair,E,VS2,VG,VG,GIA,12829
904,1.08,Very Good,E,VS2,VG,VG,GIA,7230
905,0.85,Good,G,SI1,VG,VG,GIA,2905
906,1.24,Signature-Ideal,H,VS1,ID,ID,AGSL,9354
907,0.77,Signature-Ideal,H,SI1,ID,ID,AGSL,3089
908,0.91,Very Good,I,VS2,EX,VG,GIA,3710
909,0.91,Very Good,D,SI1,VG,VG,GIA,4916
910,2.02,Ideal,I,VS2,VG,VG,GIA,16735
911,0.9,Ideal,I,VVS2,EX,EX,GIA,4011
912,1.06,Very Good,E,VVS2,VG,EX,GIA,9680
913,1.18,Good,E,SI1,G,G,GIA,6568
914,1.23,Ideal,E,VVS2,EX,VG,GIA,13034
915,1,Very Good,G,VVS2,VG,VG,GIA,7403
916,1.02,Ideal,D,VS1,EX,EX,GIA,8658
917,0.93,Very Good,H,SI1,VG,VG,GIA,3838
918,1.03,Signature-Ideal,G,VS2,ID,ID,AGSL,7619
919,1.02,Ideal,H,SI1,VG,VG,GIA,4932
920,1.01,Very Good,E,SI1,G,G,GIA,5627
921,1.02,Ideal,F,VVS1,EX,EX,GIA,9761
922,1.64,Very Good,I,VS2,EX,EX,AGSL,10100
923,1.12,Very Good,H,SI1,VG,VG,GIA,5027
924,2.12,Ideal,G,VS1,EX,EX,GIA,28840
925,1.23,Good,I,SI1,EX,EX,GIA,6165
926,1.09,Very Good,F,IF,VG,G,GIA,10663
927,1.1,Very Good,E,SI1,VG,VG,GIA,6392
928,1.15,Very Good,G,SI1,VG,VG,GIA,5587
929,1.01,Ideal,G,SI1,VG,VG,GIA,4370
930,2.01,Good,D,VS1,VG,G,GIA,35124
931,0.91,Very Good,I,SI1,EX,VG,GIA,3852
932,1,Good,F,VS2,VG,G,GIA,6030
933,1.02,Very Good,G,VVS1,VG,EX,GIA,8387
934,2.01,Good,H,VS1,VG,VG,GIA,18988
935,0.9,Fair,E,SI1,VG,VG,GIA,3920
